code		name		
SH600850	华东电脑	
SH600449	宁夏建材	
SZ300446	乐凯新材	
SH600896	览海投资	
SH600498	烽火通信	
SZ002544	杰赛科技	
SZ000786	北新建材	
SZ300678	中科信息	
SH600962	国投中鲁	
SH600100	同方股份	
SH600845	宝信软件	
SH600720	祁连山		
SZ002232	启明信息	
SH601111	中国国航	
SZ000021	深科技		
SH600061	国投资本	
SZ002205	国统股份	
SZ000026	飞亚达Ａ	
SZ002049	紫光国芯	
SH600038	中直股份	
SZ002401	中远海科	
SH600171	上海贝岭	
SH600206	有研新材	
SZ002179	中航光电	
SZ002025	航天电器	
SZ000938	紫光股份	
SH600458	时代新材	
SH600776	东方通信	
SH600271	航天信息	
SZ002643	万润股份	
SH600560	金自天正	
SZ002916	深南电路	
SZ300140	中环装备	
SH600444	国机通用	
SZ000920	南方汇通	
SZ000022	深赤湾Ａ	
SZ000031	中粮地产	
SZ000629	*ST钒钛		
SZ000666	经纬纺机	
SZ000930	中粮生化	
SZ000962	东方钽业	
SZ002059	云南旅游	
SZ002163	中航三鑫	
SZ002423	中原特钢	
SH600877	ST嘉陵		
SH600084	中葡股份	
SH600148	长春一东	
SH600335	国机汽车	

