,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,code
3385,601128.SH,20191118,8.62,1.1167,1.2352,1.24,15.8996,13.6037,1.4588,4.057,3.7316,274085.5925,257508.7223,232819.0531,2362617.8074,2219725.1862,601128
3386,603187.SH,20191118,31.5,6.2535,6.2535,1.4,25.5984,18.266,2.4765,2.9426,2.465,11320.0,2800.0,2800.0,356580.0,88200.0,603187
3387,002702.SZ,20191118,4.11,1.0734,1.2921,0.93,56.6256,96.458,2.4949,1.7264,1.5276,48076.0,31883.5,26486.0,197592.36,131041.185,002702
3388,603168.SH,20191118,7.32,0.2445,0.4721,0.53,,,1.5532,3.8874,4.5817,32259.2499,29734.25,15399.0669,236137.7093,217654.71,603168
3389,002287.SZ,20191118,20.56,0.1162,0.954,0.88,34.194,31.292,5.0654,8.9844,8.21,53015.0979,52712.3969,6418.2281,1089990.4128,1083766.8803,002287
3390,300455.SZ,20191118,7.75,0.4017,0.8295,0.97,65.1204,64.3743,3.098,15.7736,15.545,63572.0066,50043.2075,24235.29,492683.0512,387834.8581,300455
3391,002797.SZ,20191118,7.42,6.6893,10.9744,1.5,208.9811,75.2494,2.9295,14.6832,11.3437,350240.0,350240.0,213484.6387,2598780.8,2598780.8,002797
3392,002476.SZ,20191118,6.71,1.3753,1.7779,0.48,,,5.7178,9.1278,8.3819,61200.0,57775.6912,44691.3706,410652.0,387674.888,002476
3393,300578.SZ,20191118,24.39,2.7097,2.7106,0.95,262.12,82.2392,3.9766,18.9175,10.3465,17335.6955,6058.098,6056.298,422817.6132,147757.0102,300578
3394,002495.SZ,20191118,2.81,0.3108,0.4178,0.95,74.7034,94.1879,2.218,8.2427,8.5784,93562.56,71393.4903,53097.4815,262910.7936,200615.7077,002495
3395,603023.SH,20191118,4.15,0.444,1.1766,0.52,28.3759,37.59,2.7997,9.1542,10.0514,44557.5044,44557.5044,16813.9176,184913.6433,184913.6433,603023
3396,002327.SZ,20191118,6.71,0.2749,0.347,0.91,10.7983,11.7703,1.8038,2.0105,2.0715,87444.3204,52389.1921,41508.3183,586751.3899,351531.479,002327
3397,600664.SH,20191118,3.78,0.2223,0.4179,0.74,27.3777,88.1667,1.8178,0.8764,0.8481,250701.9076,250695.5076,133371.8053,947653.2107,947629.0187,600664
3398,603085.SH,20191118,7.38,0.953,2.525,1.29,58.761,101.3658,2.1278,2.2417,1.5135,29098.6132,29098.6132,10982.1319,214747.7654,214747.7654,603085
3399,600297.SH,20191118,3.33,0.2053,0.5557,1.27,8.3418,11.5607,0.7195,0.1635,0.1618,815997.935,811030.175,299640.9973,2717273.1236,2700730.4828,600297
3400,002246.SZ,20191118,7.09,0.4498,0.9046,0.76,31.4737,24.8277,1.5637,1.6471,1.5063,54903.4794,44989.6561,22371.1806,389265.6689,318976.6617,002246
3401,002832.SZ,20191118,24.86,1.4632,1.4632,1.79,26.2226,19.2791,4.1155,5.1931,4.4045,30827.63,13429.83,13429.83,766374.8818,333865.5738,002832
3402,601328.SH,20191118,5.54,0.1313,0.2139,0.79,5.5876,5.3799,0.6091,1.9347,1.7801,7426272.6645,3925086.4015,2410217.0186,41141550.5613,21744978.6643,601328
3403,600559.SH,20191118,11.29,0.9293,1.338,0.73,28.9134,26.8274,3.2099,2.8273,2.5491,89728.7444,82468.8153,57277.5268,1013037.5243,931072.9247,600559
3404,600596.SH,20191118,8.83,0.525,0.6701,0.98,5.0492,13.1025,1.0873,0.5661,0.5705,70528.4633,69483.0633,54434.8697,622766.3309,613535.4489,600596
3405,600519.SH,20191118,1227.28,0.1436,0.4012,0.83,43.794,37.6716,12.3082,20.936,18.7255,125619.78,125619.78,44961.3757,154170643.5984,154170643.5984,600519
3406,002397.SZ,20191118,5.0,0.36,0.6007,1.01,45.2742,44.0985,2.0372,1.6552,1.4983,76407.1443,48456.3204,29036.3823,382035.7215,242281.602,002397
3407,300083.SZ,20191118,3.11,3.5121,4.7823,3.47,,,1.6761,0.8082,0.7776,143093.7068,125062.3861,91844.0403,445021.4281,388944.0208,300083
3408,000903.SZ,20191118,2.4,0.2079,0.3098,1.02,20.3671,25.8439,0.8543,0.724,0.7076,197080.0857,176723.2428,118634.2112,472992.2057,424135.7827,000903
3409,601965.SH,20191118,7.02,0.2834,0.8345,1.31,16.8861,15.7466,1.5094,2.4689,2.7919,96997.8567,96117.9867,32646.5699,680924.954,674748.2666,601965
3410,600403.SH,20191118,3.98,0.0819,0.6054,0.46,14.6104,72.674,1.1126,1.2104,1.4442,239081.2402,239081.2402,32332.7991,951543.336,951543.336,600403
3411,300461.SZ,20191118,17.08,0.4233,0.6108,0.87,,,12.9235,2.5863,3.9531,12164.238,6247.7472,4329.5296,207765.185,106711.5222,300461
3412,600808.SH,20191118,2.58,0.3874,0.9392,1.32,3.3429,10.8903,0.7286,0.2424,0.26,770068.1186,596775.1186,246128.373,1986775.746,1539679.806,600808
3413,002447.SZ,20191118,3.26,1.7895,2.3207,0.6,,,2.9,19.0295,46.6703,142719.3,135069.9863,104151.0613,465264.918,440328.1553,002447
3414,688363.SH,20191118,93.93,14.3065,14.3065,0.92,106.371,86.485,10.2746,35.6937,26.7336,48000.0,4566.5637,4566.5637,4508640.0,428937.3283,688363
3415,002801.SZ,20191118,33.98,1.0655,1.772,0.71,41.135,28.4988,4.1084,6.188,5.2094,11776.0,5814.4,3496.0,400148.48,197573.312,002801
3416,002037.SZ,20191118,6.88,0.7083,1.2395,1.04,18.9062,18.1709,1.0094,0.5559,0.5698,48762.5309,22915.776,13094.736,335486.2126,157660.5389,002037
3417,600289.SH,20191118,2.49,0.4591,0.6146,1.02,,,,1.2533,1.582,63105.2069,56592.2684,42280.862,157131.9652,140914.7483,600289
3418,300395.SZ,20191118,20.94,0.8231,1.0871,1.26,43.9229,38.2818,3.8664,9.8062,9.2034,33815.8344,26925.1821,20384.9904,708103.5723,563813.3132,300395
3419,601607.SH,20191118,18.09,0.3435,0.6712,0.81,13.2472,13.1554,1.2562,0.3232,0.2823,284208.9322,192293.5018,98411.7181,5141339.5835,3478589.4476,601607
3420,002458.SZ,20191118,29.95,7.1865,8.6281,0.89,47.5485,10.164,5.9951,11.7115,5.9198,57603.921,35747.8012,29775.2226,1725237.434,1070646.6459,002458
3421,300542.SZ,20191118,17.39,5.6747,10.8553,0.56,105.0284,106.0389,6.2912,4.9192,3.5405,23173.0104,16203.1043,8470.2293,402978.6509,281771.9838,300542
3422,000650.SZ,20191118,6.08,0.9014,1.2729,0.6,14.866,13.6059,2.0313,1.7098,1.6291,123834.0076,118039.3145,83589.3134,752910.7662,717679.0322,000650
3423,002957.SZ,20191118,31.46,12.8432,12.8432,1.15,43.5508,48.8114,5.6557,6.6856,6.7615,41000.0,4100.0,4100.0,1289860.0,128986.0,002957
3424,002653.SZ,20191118,22.82,0.9579,2.7256,0.45,74.2545,59.8743,11.0752,7.2209,5.7156,108430.0,48484.905,17039.8356,2474372.6,1106425.5321,002653
3425,600169.SH,20191118,2.21,0.2659,0.4003,0.81,149.3258,113.5929,1.3536,0.8815,0.7633,256395.5,256395.5,170288.7275,566634.055,566634.055,600169
3426,603696.SH,20191118,8.68,0.7137,2.399,0.72,51.7076,43.1442,3.4738,6.0221,4.9238,23520.0,23520.0,6997.2,204153.6,204153.6,603696
3427,300429.SZ,20191118,13.95,5.2707,6.3173,0.6,49.0445,43.6194,4.3594,9.7253,8.1879,51525.3388,30031.0599,25055.7865,718778.4763,418933.2856,300429
3428,000425.SZ,20191118,4.43,0.4516,0.7872,0.82,16.9637,9.754,1.246,0.7814,0.6478,783366.843,699397.4965,401171.6347,3470315.1145,3098330.9095,000425
3429,600996.SH,20191118,8.08,1.0568,1.3202,0.58,27.2611,36.9244,1.8771,2.63,2.4987,105167.8632,30709.7498,24583.3746,849756.3347,248134.7784,600996
3430,600132.SH,20191118,51.35,0.7037,1.7592,0.92,61.5173,40.5277,18.3855,7.1674,6.9635,48397.1198,48397.1198,19358.848,2485192.1017,2485192.1017,600132
3431,002096.SZ,20191118,5.74,0.3042,0.8692,1.42,93.8114,81.4727,1.0566,0.9804,0.8465,37128.7,37085.2,12981.3188,213118.738,212869.048,002096
3432,600845.SH,20191118,33.98,0.6245,2.0513,0.87,57.9177,51.1088,5.7061,7.0834,6.2965,114050.0252,83307.8779,25363.5067,3875419.8563,2830801.691,600845
3433,600505.SH,20191118,8.16,1.0138,2.2961,0.4,47.1995,51.9296,2.5237,3.1468,3.1675,36456.75,36456.75,16096.8977,297487.08,297487.08,600505
3434,002681.SZ,20191118,4.81,10.604,13.6652,1.46,,,1.8475,2.9594,2.8873,205832.848,110345.7547,85626.9853,990055.9989,530763.0801,002681
3435,600256.SH,20191118,3.2,0.1771,0.2837,0.82,12.4674,13.7874,1.3961,1.6847,1.617,679397.497,673710.327,420604.4237,2174071.9904,2155873.0464,600256
3436,002183.SZ,20191118,4.12,0.4163,0.6524,0.57,43.7081,,1.4551,0.1255,0.1379,212269.7819,212036.9182,135293.5682,874551.5014,873592.103,002183
3437,688300.SH,20191118,37.46,41.8451,41.8451,,55.1783,46.5019,3.6792,11.5803,10.7961,8597.34,1954.6404,1954.6404,322056.3564,73220.8294,688300
3438,000851.SZ,20191118,5.49,1.5675,1.8226,0.76,146.7069,202.2821,1.4824,0.5378,0.5706,90762.9867,85918.3385,73892.7877,498288.797,471691.6784,000851
3439,300664.SZ,20191118,11.29,0.8058,0.8679,1.18,32.2105,25.8133,1.683,7.022,4.1808,48000.0,33553.19,31155.2,541920.0,378815.5151,300664
3440,300066.SZ,20191118,4.22,0.553,0.9669,0.76,44.8758,32.8516,2.5884,6.3868,5.6559,104003.3262,99605.0114,56968.1235,438894.0366,420333.1481,300066
3441,603917.SH,20191118,9.86,0.6763,0.8641,0.56,15.8151,17.7418,1.624,2.5363,2.5175,15680.0,8025.7912,6281.7742,154604.8,79134.3012,603917
3442,002786.SZ,20191118,9.7,7.4479,19.4016,1.29,88.7606,,3.7634,1.2286,1.2879,38124.0,37974.0,14577.4,369802.8,368347.8,002786
3443,600115.SH,20191118,5.17,0.1578,0.3618,0.63,31.2595,32.7464,1.2459,0.7368,0.703,1637950.9203,980848.5682,427824.5682,8468206.258,5070987.0976,600115
3444,603100.SH,20191118,7.96,0.2613,0.6047,1.0,8.1339,8.302,1.3448,0.8839,0.7976,39500.0,39500.0,17070.0611,314420.0,314420.0,603100
3445,600593.SH,20191118,40.43,0.5736,0.8671,1.28,90.3181,132.2455,8.9555,14.9785,16.09,12880.0,12880.0,8519.9163,520738.4,520738.4,600593
3446,002056.SZ,20191118,6.68,0.6012,1.2704,0.9,15.9361,16.0195,2.142,1.6921,1.6368,164360.0,162437.2835,76875.0587,1097924.8,1085081.0538,002056
3447,002090.SZ,20191118,9.76,0.6338,1.0253,0.84,42.8657,36.5174,3.0241,2.3543,2.1651,40426.4936,38875.0185,24029.9725,394562.5775,379420.1806,002090
3448,600027.SH,20191118,3.49,0.346,0.8882,1.25,20.3031,12.8333,0.7736,0.3895,0.3762,986297.6653,699574.3053,272491.51,3442178.8519,2441514.3255,600027
3449,002065.SZ,20191118,9.06,2.2775,3.5617,0.74,35.0024,31.1711,2.9369,3.3323,3.0715,311548.2375,280753.5989,179528.259,2822627.0318,2543627.606,002065
3450,300580.SZ,20191118,13.84,2.0126,2.255,1.72,17.4331,16.7646,1.884,3.7166,3.5713,20000.0,6610.64,5900.0,276800.0,91491.2576,300580
3451,603609.SH,20191118,12.46,0.5631,1.2965,0.56,20.8214,13.3667,2.2077,0.7296,0.6754,92230.4396,83117.6469,36100.5708,1149191.2774,1035645.8804,603609
3452,002421.SZ,20191118,3.49,0.6266,0.7719,0.82,31.1542,35.5935,2.0347,2.672,2.9261,193503.9229,164824.338,133789.2241,675328.6909,575236.9396,002421
3453,688018.SH,20191118,162.12,6.8996,6.8996,0.55,138.147,103.4099,8.3807,27.309,19.2929,8000.0,1743.7114,1743.7114,1296960.0,282690.4922,688018
3454,300132.SZ,20191118,8.72,1.0311,1.5329,1.36,11.2515,9.6179,1.5466,3.1687,1.8829,51658.0886,38592.0,25960.0571,450458.5326,336522.24,300132
3455,000567.SZ,20191118,8.49,2.2835,3.1673,1.07,45.1245,27.5581,1.2738,16.0623,14.0634,64113.8926,21778.3026,15701.6227,544326.9482,184897.7891,000567
3456,601208.SH,20191118,4.54,0.8037,1.0746,2.49,88.4725,62.9754,1.2342,1.7298,1.6881,62660.1,62660.1,46864.4628,284476.854,284476.854,601208
3457,000885.SZ,20191118,10.07,0.3433,1.0056,0.51,8.5813,7.119,1.7072,2.4647,2.1604,49638.1983,49638.1983,16947.4948,499856.6569,499856.6569,000885
3458,300660.SZ,20191118,15.09,0.9834,1.3767,0.88,19.5178,17.3012,1.742,1.7394,1.6983,25922.68,6368.04,4548.6,391173.2412,96093.7236,300660
3459,002780.SZ,20191118,17.05,1.4212,1.7198,1.46,493.5686,608.1493,3.8902,5.9048,6.1954,14557.1324,10474.5468,8655.7873,248199.1074,178591.0229,002780
3460,002011.SZ,20191118,4.62,0.4077,0.7053,0.53,,,1.5452,0.4508,0.4522,91721.218,91360.1102,52813.002,423752.0272,422083.7091,002011
3461,600371.SH,20191118,11.13,3.4848,6.8004,1.18,48.1416,39.6595,5.2668,9.4923,9.1987,22506.0,22506.0,11532.9127,250491.78,250491.78,600371
3462,601928.SH,20191118,7.18,0.178,0.3302,0.69,13.7916,13.44,1.3318,1.55,1.4511,254490.0,254490.0,137211.9742,1827238.2,1827238.2,601928
3463,002911.SZ,20191118,15.81,0.4324,2.0989,0.65,24.2789,22.8824,3.2496,1.7255,1.4495,55600.0,27078.985,5578.985,879036.0,428118.7529,002911
3464,300276.SZ,20191118,7.65,0.4796,0.6187,0.88,25.8325,25.7346,1.6468,3.3947,3.2384,79516.9157,36302.5266,28140.833,608304.4051,277714.3285,300276
3465,600908.SH,20191118,5.33,0.3739,0.5021,0.73,8.9923,8.2584,0.9203,3.086,2.9256,184825.8134,169684.1821,126351.4011,985121.5854,904416.6906,600908
3466,300082.SZ,20191118,5.32,0.1784,0.3856,0.62,11.1192,11.4666,1.1655,0.4862,0.5649,68072.0,67626.0801,31287.3846,362143.04,359770.7461,300082
3467,603185.SH,20191118,23.74,1.9434,1.9434,0.93,20.8541,23.3233,2.5015,6.1213,7.2463,17640.0,4410.0,4410.0,418773.6,104693.4,603185
3468,000926.SZ,20191118,6.28,0.5577,0.7543,1.24,5.3276,6.9474,0.5393,0.563,0.65,96246.2474,94649.6227,69978.6044,604426.4337,594399.6306,000926
3469,603900.SH,20191118,8.8,1.1667,1.1893,0.65,14.2942,21.3303,1.2802,1.8014,2.2012,34047.384,8511.846,8350.766,299616.9792,74904.2448,603900
3470,002497.SZ,20191118,5.8,0.5304,0.5755,0.97,30.3204,50.0972,2.023,1.8132,1.6792,95868.84,84590.1444,77962.1609,556039.272,490622.8375,002497
3471,603928.SH,20191118,11.25,0.6592,0.6592,0.89,15.5177,16.9008,1.7663,1.509,1.7219,20160.0,6277.15,6277.15,226800.0,70617.9375,603928
3472,600843.SH,20191118,7.34,0.1075,0.1643,0.78,28.5927,46.3008,1.7248,1.2581,1.2163,54858.96,30464.585,19925.0492,402664.7664,223610.0539,600843
3473,300227.SZ,20191118,11.11,0.7036,0.7586,0.67,40.7053,42.2807,2.5822,4.7858,4.0332,24999.4674,15577.9278,14449.5955,277744.0828,173070.7779,300227
3474,600543.SH,20191118,5.47,0.4932,0.7557,0.4,64.4682,81.7372,1.506,7.6013,8.2625,32112.0,32112.0,20957.5983,175652.64,175652.64,600543
3475,000908.SZ,20191118,3.63,0.8422,1.1536,0.57,17.0951,,1.3716,1.2351,1.5016,87977.4351,70826.2389,51712.118,319358.0894,257099.2472,000908
3476,600614.SH,20191118,0.84,3.5394,5.6965,1.71,,,1.4684,0.6857,0.8405,175277.3758,151148.7658,93912.8751,147232.9957,126964.9633,600614
3477,300200.SZ,20191118,10.48,3.713,6.4837,0.79,33.3931,17.8125,1.7387,2.7494,2.8492,26663.9171,20238.0992,11589.688,279437.8512,212095.2796,300200
3478,002647.SZ,20191118,16.42,0.6588,1.7971,1.25,173.5174,126.7909,9.1319,6.1875,6.5036,55993.665,55993.665,20528.666,919415.9793,919415.9793,002647
3479,603029.SH,20191118,13.57,0.3213,1.0051,0.88,83.886,68.5603,1.7793,3.8117,3.2775,9334.0,9334.0,2983.546,126662.38,126662.38,603029
3480,603158.SH,20191118,14.13,0.7672,2.1793,1.61,26.2146,27.0297,3.0129,3.0105,3.2084,21697.12,21697.12,7638.59,306580.3056,306580.3056,603158
3481,600116.SH,20191118,7.38,0.2598,0.5174,1.22,34.3123,35.1313,2.5036,5.6439,5.5798,99300.5502,99300.5502,49859.4901,732838.0605,732838.0605,600116
3482,603718.SH,20191118,12.29,0.2219,0.7201,0.99,371.616,,7.3804,31.0913,28.7513,64400.0,64400.0,19843.6466,791476.0,791476.0,603718
3483,600273.SH,20191118,9.13,0.5941,0.8886,0.57,11.8897,11.0174,1.9589,2.3343,2.3884,143273.0543,141373.2631,94518.1875,1308082.9858,1290737.8921,600273
3484,601077.SH,20191118,6.94,4.7442,4.7442,0.56,8.7012,7.6148,0.9088,3.0179,2.99,1135700.0,110026.9468,110026.9468,7881758.0,763587.0108,601077
3485,600801.SH,20191118,19.53,0.7651,1.8123,0.74,7.9025,6.1909,2.0633,1.4908,1.3252,209659.9855,136187.9855,57498.6654,4094659.5168,2659751.3568,600801
3486,300687.SZ,20191118,14.92,1.2008,1.4866,0.62,28.5942,33.5246,3.9597,3.5698,3.0736,21761.175,9443.2118,7627.4485,324676.731,140892.7201,300687
3487,600850.SH,20191118,23.79,0.7749,1.3403,0.53,33.5303,32.5518,4.069,1.3892,1.346,42647.9544,42647.9544,24656.4378,1014594.8352,1014594.8352,600850
3488,603703.SH,20191118,14.66,1.789,2.0267,0.89,,,7.6549,5.6537,4.2261,22970.0,10895.0,9616.7402,336740.2,159720.7,603703
3489,300058.SZ,20191118,5.21,0.9016,1.1465,0.69,33.3672,21.4825,1.4863,0.5617,0.5032,249103.7834,217759.2614,171245.2898,1297830.7115,1134525.7519,300058
3490,002614.SZ,20191118,9.3,1.3367,1.7138,0.62,11.8884,15.5266,1.6036,0.9584,0.9529,56133.75,33656.3182,26250.3159,522043.875,313003.7593,002614
3491,000713.SZ,20191118,7.71,6.2026,9.2586,1.99,62.0215,41.0884,2.0978,1.7118,1.3406,42787.2625,38853.8758,26029.3828,329889.7939,299563.3824,000713
3492,600423.SH,20191118,3.42,0.1187,0.1806,0.75,6.9985,,1.6032,1.36,3.3271,79869.5026,79869.5026,52515.9896,273153.6989,273153.6989,600423
3493,300746.SZ,20191118,13.17,2.7321,2.7321,1.04,39.2969,37.782,2.5854,3.1473,2.9086,22573.8328,6302.5,6302.5,297297.378,83003.925,300746
3494,002504.SZ,20191118,2.89,1.587,1.6899,1.13,391.588,,3.4517,2.0534,2.2689,102580.0523,41454.8971,38929.2549,296456.3511,119804.6526,002504
3495,002278.SZ,20191118,6.22,1.2696,1.8045,0.75,76.054,48.1225,2.02,3.2241,2.9102,36390.9648,34398.4823,24200.8516,226351.8011,213958.5599,002278
3496,601633.SH,20191118,9.55,0.1553,1.0258,0.56,16.739,20.7626,1.6449,0.8913,0.9294,912726.9,602772.9,91272.9,8716541.895,5756481.195,601633
3497,002115.SZ,20191118,8.7,4.7097,5.5653,1.85,29.1596,31.1408,2.5153,1.7618,1.3402,71962.7217,53233.7766,45049.5921,626075.6788,463133.8564,002115
3498,600418.SH,20191118,4.75,0.3291,0.4998,0.88,,,0.6923,0.1795,0.1765,189331.2117,189331.2117,124660.6251,899323.2556,899323.2556,600418
3499,600557.SH,20191118,15.23,1.1087,1.7912,0.93,20.9315,18.5303,2.3693,2.3614,2.0357,59288.1038,57496.3152,35588.8576,902957.8209,875668.8805,600557
3500,603678.SH,20191118,20.81,0.9741,1.721,1.19,28.2733,25.3496,3.0992,4.6533,4.0801,45266.595,45128.9397,25544.2227,941997.842,939133.2352,603678
3501,600383.SH,20191118,11.83,0.3999,0.4337,1.21,6.5948,6.4522,1.0894,1.0615,0.8998,451458.3572,451458.3572,416280.5943,5340752.3657,5340752.3657,600383
3502,300303.SZ,20191118,3.97,1.5865,2.1399,0.64,31.765,18.2995,2.3853,2.1647,2.0529,127863.6559,113275.5818,83979.1264,507618.7139,449704.0597,300303
3503,600683.SH,20191118,4.04,0.2124,0.503,0.93,8.3629,11.8589,1.1344,0.3753,0.4227,74077.7597,74077.7597,31276.0244,299274.1492,299274.1492,600683
3504,000728.SZ,20191118,8.21,0.2128,0.3404,0.93,41.2165,26.5175,1.1247,10.887,8.7491,336544.7047,294612.96,184178.2138,2763032.0256,2418772.4016,000728
3505,002738.SZ,20191118,13.4,0.867,1.3171,1.26,33.5936,21.3366,1.3931,4.2948,2.9731,27792.6476,18308.8356,12051.3013,372421.4778,245338.397,002738
3506,000420.SZ,20191118,2.02,0.1979,0.363,0.95,30.0635,46.201,1.3265,1.5536,1.5508,197070.6656,185048.0524,100901.2595,398082.7445,373797.0658,000420
3507,601179.SH,20191118,3.39,0.1324,0.4002,1.12,30.5282,28.5473,0.8811,1.2693,1.1584,512588.2352,512588.2352,169567.4299,1737674.1173,1737674.1173,601179
3508,300453.SZ,20191118,7.65,1.4427,1.5889,0.92,48.8434,38.7347,3.1472,3.7826,3.1469,26270.5,14839.9195,13474.8375,200969.325,113525.3842,300453
3509,002194.SZ,20191118,19.77,2.041,5.0514,0.59,59.1257,31.0655,6.4814,9.3412,7.22,56466.9722,37168.8939,15017.9788,1116352.0404,734829.0324,002194
3510,300567.SZ,20191118,37.69,5.811,6.0246,1.04,32.0085,29.059,6.9716,6.6564,4.7467,24540.12,12768.4997,12315.8284,924917.1228,481244.7537,300567
3511,002231.SZ,20191118,6.53,0.7018,1.6714,0.73,,,4.2422,9.4127,9.5528,35680.0,28892.5,12132.5,232990.4,188668.025,002231
3512,002002.SZ,20191118,3.79,0.3159,0.6219,0.68,16.0599,22.6515,1.4968,1.6231,1.6978,258871.3789,254985.7401,129512.8548,981122.526,966395.955,002002
3513,002591.SZ,20191118,8.35,1.9724,2.8876,0.35,73.3667,27.0101,2.0138,7.6426,5.8413,30672.3009,18189.1171,12424.3796,256113.7125,151879.1278,002591
3514,600820.SH,20191118,5.75,0.3541,0.6284,1.4,9.1363,8.6578,0.8436,0.4851,0.4352,314409.6094,314409.6094,177149.5563,1807855.2541,1807855.2541,600820
3515,000733.SZ,20191118,15.35,0.9181,1.4374,0.52,30.5157,22.8567,1.4703,1.4805,1.9567,51480.5618,46934.2218,29976.8874,790226.6236,720440.3046,000733
3516,300757.SZ,20191118,29.66,7.6674,7.6674,1.57,32.3589,34.4348,4.3719,4.6837,3.6949,10400.0,2600.0,2600.0,308464.0,77116.0,300757
3517,603011.SH,20191118,4.98,1.6738,3.8612,2.68,43.8525,77.0519,1.3636,2.8246,3.076,45307.4794,44894.9194,19462.0772,225631.2474,223576.6986,603011
3518,300166.SZ,20191118,11.52,1.3581,1.4993,0.98,23.4882,23.4149,2.3422,6.0981,5.6628,105668.0094,81803.3875,74100.2071,1217295.4683,942375.024,300166
3519,002861.SZ,20191118,39.04,9.2678,10.1677,0.58,74.2772,77.9505,4.6391,5.3435,4.5495,12269.84,5024.4525,4579.7338,479014.5536,196154.6256,002861
3520,000671.SZ,20191118,6.67,0.5703,1.5183,1.19,8.9514,7.3191,1.3638,0.4784,0.4318,405007.3315,397188.8118,149197.6062,2701398.9011,2649249.3747,000671
3521,601766.SH,20191118,6.88,0.1274,0.3176,0.79,17.4655,16.203,1.4904,0.9012,0.8288,2869886.4088,2291769.2293,919322.7148,19744818.4925,15767372.2976,601766
3522,601169.SH,20191118,5.61,0.1814,0.2503,0.88,5.93,5.5271,0.6388,2.1376,1.8981,2114298.4272,1824801.0822,1321947.5031,11861214.1766,10237134.0711,601169
3523,001896.SZ,20191118,3.24,0.4395,0.9919,0.7,,,0.6325,0.4613,0.4577,115058.7847,92951.9373,41188.7163,372790.4624,301164.2769,001896
3524,603787.SH,20191118,13.13,8.1685,11.3542,0.61,30.213,29.3251,2.7234,0.8781,0.8565,20400.0,7089.0,5100.0,267852.0,93078.57,603787
3525,300513.SZ,20191118,12.93,1.3025,1.4331,0.56,35.4146,32.8218,1.6947,3.718,3.2918,31369.1155,22917.6198,20829.4452,405602.6634,296324.824,300513
3526,600446.SH,20191118,19.41,1.4306,2.5714,0.64,,,9.4874,3.4149,3.6963,86044.0484,85321.0484,47470.0487,1670114.9794,1656081.5494,600446
3527,300401.SZ,20191118,12.65,5.3947,8.7942,3.36,19.7229,15.4817,3.5492,9.1833,7.9483,47928.8315,45900.9675,28157.3789,606299.7185,580647.2389,300401
3528,002532.SZ,20191118,6.0,0.6117,1.2895,1.47,23.0703,23.971,2.1817,2.014,1.8926,50308.0023,43085.8429,20437.2987,301848.0138,258515.0574,002532
3529,600391.SH,20191118,13.41,0.8111,1.2677,0.93,,,3.1141,1.8725,1.6902,33012.9367,33012.9367,21122.2062,442703.4811,442703.4811,600391
3530,300065.SZ,20191118,11.22,0.5337,0.6106,0.64,42.2786,39.8651,2.5189,5.805,5.8025,39817.4035,33342.9336,29142.9011,446751.2673,374107.715,300065
3531,300673.SZ,20191118,26.25,1.1127,1.1127,0.57,27.4287,56.5033,3.9094,4.4269,4.0135,14660.7,4669.704,4669.704,384843.375,122579.73,300673
3532,603009.SH,20191118,6.8,0.8972,1.9229,0.38,43.4777,79.0459,1.4036,1.9555,1.9454,35901.4653,32804.1393,15305.5415,244129.964,223068.1472,603009
3533,600662.SH,20191118,4.65,0.2385,0.4336,0.48,75.6582,27.6428,1.4553,1.1965,1.2439,105336.2191,105336.2191,57931.863,489813.4188,489813.4188,600662
3534,002562.SZ,20191118,4.83,2.3025,2.947,1.49,199.6954,,2.0031,3.079,3.5175,90203.0513,53909.2015,42119.7555,435680.7378,260381.4432,002562
3535,300459.SZ,20191118,2.79,2.3361,3.4367,1.59,11.7407,13.592,1.3878,3.6279,3.8947,354354.4059,226872.3295,154217.5212,988648.7925,632973.7993,300459
3536,002180.SZ,20191118,29.55,0.4103,0.9995,0.43,33.0534,27.13,5.6275,1.4331,1.3747,106341.3323,99654.9752,40904.813,3142386.3695,2944804.5172,002180
3537,600218.SH,20191118,9.79,1.3038,1.9849,0.69,90.9735,49.8747,1.7972,1.0383,0.9439,36875.5,36875.5,24221.25,361011.145,361011.145,600218
3538,601106.SH,20191118,2.77,0.0728,0.1922,0.48,147.5874,244.5604,1.729,1.8072,1.5306,685778.2927,653800.0,247721.9039,1899605.8708,1811026.0,601106
3539,002598.SZ,20191118,5.77,0.5213,0.8351,0.88,21.427,19.7888,2.1243,1.9091,1.721,31200.0,27010.7663,16860.4213,180024.0,155852.1216,002598
3540,600633.SH,20191118,8.42,0.5093,1.0809,0.75,22.9167,22.2421,1.3831,5.7396,4.2165,130192.3953,129026.8941,60793.1638,1096219.9684,1086406.4483,600633
3541,002901.SZ,20191118,62.16,10.9581,10.9581,1.64,67.2601,58.0049,15.6892,32.343,22.7688,40193.0,4009.85,4009.85,2498396.88,249252.276,002901
3542,603330.SH,20191118,12.8,0.8757,1.0115,0.77,39.7374,73.0721,2.3005,2.4923,2.2128,10920.0,4413.2907,3820.4607,139776.0,56490.121,603330
3543,601375.SH,20191118,4.83,0.4946,0.7074,1.16,284.06,84.7948,1.8697,11.3281,7.9009,386907.07,180274.2678,126042.5811,1868761.1481,870724.7135,601375
3544,002462.SZ,20191118,15.78,1.0205,1.3051,0.94,14.0497,12.6776,1.3779,0.2563,0.2234,29170.712,25052.6315,19588.9084,460313.8354,395330.5251,002462
