,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,code
663,600826.SH,20191118,11.15,0.5068,1.0659,0.7,20.4862,30.4434,1.3706,1.4188,1.3358,42064.2288,42064.2288,19998.3368,469016.1511,469016.1511,600826
664,601200.SH,20191118,11.02,0.4029,0.825,0.91,17.4174,19.3429,1.5971,3.8967,3.4403,91330.7049,87403.0685,42686.1277,1006464.368,963181.8149,601200
665,000538.SZ,20191118,92.33,1.3327,1.7633,1.63,35.6692,28.6527,3.1523,4.416,4.1194,127740.3317,60896.5833,46025.5733,11794264.8259,5622581.5361,000538
666,002134.SZ,20191118,10.49,8.1543,15.199,0.77,,,6.7009,6.5729,6.4903,24584.9768,24584.9768,13189.9737,257896.4066,257896.4066,002134
667,000993.SZ,20191118,6.9,0.5183,1.1076,0.57,,,1.4971,5.6642,4.6965,45795.1455,37300.0,17453.0,315986.504,257370.0,000993
668,600315.SH,20191118,30.86,0.586,1.1438,1.02,38.3336,33.0372,3.3346,2.9021,2.7794,67124.8461,67124.8461,34388.9346,2071472.7506,2071472.7506,600315
669,000066.SZ,20191118,15.83,4.6318,6.7319,1.03,46.9589,48.4981,7.4069,4.6309,4.257,292818.2053,249070.2309,171368.3927,4635312.1899,3942781.7551,000066
670,002042.SZ,20191118,6.06,0.2198,0.4144,0.75,12.2475,21.5488,1.4537,0.6435,0.6292,151937.5555,151814.5368,80545.7606,920741.5863,919996.093,002042
671,002650.SZ,20191118,3.57,0.5232,0.7476,0.58,35.6513,35.1878,1.8043,2.2996,2.1084,115200.0,94644.926,66233.5647,411264.0,337882.3858,002650
672,300289.SZ,20191118,6.19,1.4863,2.7139,1.61,64.3983,,1.9726,3.9803,5.2861,42105.1985,41685.131,22828.631,260631.1787,258030.9609,300289
673,300729.SZ,20191118,23.43,11.7012,11.8347,0.64,35.4886,38.6487,2.6532,2.1587,2.1091,8723.083,2515.9448,2487.5757,204381.8347,58948.5867,300729
674,300081.SZ,20191118,8.84,8.3812,9.4682,2.65,23.5872,46.8747,1.7599,6.7043,7.6531,52915.7876,31633.4435,28001.6193,467775.5624,279639.6405,300081
675,000966.SZ,20191118,4.72,0.579,1.1175,1.09,25.0668,9.7982,1.3161,0.7971,0.7124,110828.408,110828.408,57419.7642,523110.0858,523110.0858,000966
676,300485.SZ,20191118,8.56,1.7723,2.4819,0.91,14.6392,20.7578,1.5604,2.9028,3.032,48416.6,24825.23,17727.8509,414446.096,212503.9688,300485
677,600461.SH,20191118,5.81,0.3553,0.7263,0.92,16.2911,12.202,1.186,1.2504,1.152,94215.3351,78959.3625,38629.643,547391.0969,458753.8961,600461
678,603117.SH,20191118,3.59,0.4441,0.7042,0.86,23.4853,28.0914,1.0196,2.451,2.3456,64301.6885,63314.4502,39930.9054,230843.0617,227298.8762,603117
679,000663.SZ,20191118,4.42,0.9239,1.2234,0.85,,,1.9248,1.9715,2.0075,33668.3929,25503.7222,19259.62,148814.2966,112726.4521,000663
680,603003.SH,20191118,8.42,0.3106,0.4999,0.46,55.2066,,0.9069,0.2187,0.2589,41653.2402,41653.2402,25874.9894,350720.2825,350720.2825,603003
681,300444.SZ,20191118,4.89,1.2428,1.4811,0.83,15.1788,72.5762,1.9028,1.5034,1.5937,58572.0642,31908.3449,26775.6017,286417.3939,156031.8066,300444
682,002391.SZ,20191118,7.66,0.3647,0.4248,0.89,12.9314,11.7211,1.2704,1.3765,1.2635,53925.7002,35652.0889,30601.4144,413070.8635,273095.001,002391
683,600356.SH,20191118,7.55,0.2666,0.3956,0.63,33.7665,25.0055,1.0402,1.4001,1.3036,29873.1378,29873.1378,20133.3668,225542.1904,225542.1904,600356
684,603886.SH,20191118,18.28,3.6443,5.8181,1.23,18.1554,16.2646,2.89,2.2404,2.0738,24000.0,12120.9,7592.0695,438720.0,221570.052,603886
685,000019.SZ,20191118,5.85,0.4264,0.6559,0.83,21.8672,10.098,1.537,0.6267,0.3741,115253.5254,41592.0398,27042.0418,674233.1236,243313.4328,000019
686,600763.SH,20191118,115.3,0.7592,1.2931,0.82,111.3236,81.0086,21.36,23.9125,20.5012,32064.0,32064.0,18824.4,3696979.2,3696979.2,600763
687,603000.SH,20191118,18.65,1.3148,3.0263,0.99,96.4094,85.9929,6.9899,12.1752,10.6962,110569.1056,110569.1056,48036.5035,2062113.8194,2062113.8194,603000
688,603320.SH,20191118,16.14,2.3169,2.3169,1.24,37.6814,39.4926,2.5181,2.5423,2.4472,10000.0,3250.0,3250.0,161400.0,52455.0,603320
689,002410.SZ,20191118,34.3,0.6472,0.7367,0.84,88.0826,126.7256,12.4053,13.5154,11.8397,112755.1939,88877.1733,78079.1022,3867503.1508,3048487.0442,002410
690,002283.SZ,20191118,3.53,0.2011,0.2734,0.97,11.628,11.0535,0.8917,1.1688,1.1605,112755.3978,96306.744,70836.4724,398026.5542,339962.8063,002283
691,002583.SZ,20191118,8.79,1.035,1.3677,1.06,33.8544,35.5393,2.6175,2.3278,2.2042,183639.8791,104761.4133,79281.3294,1614194.5373,920852.8229,002583
692,300040.SZ,20191118,5.22,0.4891,0.5615,0.76,39.6839,54.6908,0.9259,1.749,2.4823,34303.2004,23868.3242,20792.2165,179062.7061,124592.6523,300040
693,000796.SZ,20191118,7.04,0.5159,1.4901,0.43,29.1185,57.3325,2.3244,0.6911,0.7852,80300.0258,80252.5358,27785.397,565312.1816,564977.852,000796
694,688011.SH,20191118,38.63,2.2924,2.2924,0.59,53.1536,68.6551,3.28,18.5356,16.6062,10000.0,2277.4941,2277.4941,386300.0,87979.5971,688011
695,000585.SZ,20191118,1.8,0.1988,0.2295,0.63,107.7047,,120.4924,48.6535,18.9847,87337.0,60942.0978,52792.6128,157206.6,109695.776,000585
696,000723.SZ,20191118,7.76,0.8528,3.0049,0.82,17.6999,22.0702,3.9709,2.1002,2.058,409926.3052,377595.8971,107169.054,3181028.1284,2930144.1615,000723
697,600634.SH,20191118,1.39,1.0923,1.6291,1.86,,,,0.9726,0.832,57573.2081,57573.2081,38603.0491,80026.7593,80026.7593,600634
698,002258.SZ,20191118,11.33,0.3694,0.7679,0.66,10.2822,15.0987,1.9294,1.4753,1.3888,52437.6406,52221.5015,25120.2898,594118.468,591669.612,002258
699,300743.SZ,20191118,20.06,1.2967,1.868,0.75,61.8453,62.525,5.0469,4.855,4.7716,9815.7,5461.7455,3791.4771,196902.942,109562.6147,300743
700,002449.SZ,20191118,10.25,1.0473,1.3212,1.06,14.2287,16.9043,1.7711,1.7479,1.8584,61847.7169,60775.0975,48173.7904,633939.0982,622944.7494,002449
701,002798.SZ,20191118,23.82,2.07,2.7675,1.0,24.0904,17.1189,2.6348,2.1284,1.7493,38496.0564,18977.4154,14194.2645,916976.0634,452042.0348,002798
702,002384.SZ,20191118,20.13,1.9895,2.2561,0.63,39.874,31.6445,3.5485,1.6313,1.4192,160657.2477,122266.6662,107817.1451,3234030.3962,2461227.9906,002384
703,300662.SZ,20191118,28.95,1.8074,2.5733,1.2,44.283,37.0838,6.3486,2.3721,1.5507,18000.0,9060.7725,6363.9736,521100.0,262309.3639,300662
704,300749.SZ,20191118,12.17,6.1546,6.1546,1.29,32.6339,32.0332,3.2534,3.0059,2.8277,20516.94,8890.02,8890.02,249691.1598,108191.5434,300749
705,002923.SZ,20191118,17.33,1.8873,1.8873,0.55,30.0748,25.7953,3.5238,3.0783,2.4484,18541.95,6001.875,6001.875,321331.9935,104012.4938,002923
706,300530.SZ,20191118,31.26,1.1059,1.789,0.64,59.8359,92.1289,6.3672,18.006,18.9298,10560.9,5179.1272,3201.5572,330133.734,161899.5163,300530
707,601212.SH,20191118,3.32,0.6648,1.1349,0.72,949.1577,87.8837,2.0402,0.3969,0.3913,740477.4511,196467.5085,115090.3482,2458385.1377,652272.1282,601212
708,300317.SZ,20191118,3.79,0.4956,1.2717,0.73,,,1.0884,1.8837,3.6728,83973.5401,65622.912,25573.693,318259.717,248710.8365,300317
709,300118.SZ,20191118,12.29,3.3967,3.7514,2.16,47.6729,13.7663,1.3793,1.1359,0.8733,90135.9941,69576.697,62998.0155,1107771.3675,855097.6061,300118
710,600236.SH,20191118,4.76,0.059,0.2407,0.98,15.7335,16.0373,2.5827,3.9435,3.9407,788237.7802,788237.7802,193152.1584,3752011.8338,3752011.8338,600236
711,002745.SZ,20191118,11.58,2.5447,5.2052,1.13,20.5307,18.2944,1.4816,0.8238,0.7427,127716.854,73203.869,35787.7708,1478961.1693,847700.803,002745
712,603871.SH,20191118,28.65,2.7085,2.7085,1.21,16.6361,13.7959,2.4948,1.0955,1.0783,15680.0,3920.0,3920.0,449232.0,112308.0,603871
713,300363.SZ,20191118,13.4,0.7978,1.4364,0.99,58.419,44.7388,2.423,6.1381,5.0871,54274.7533,42761.6852,23750.9801,727281.6942,573006.5817,300363
714,002293.SZ,20191118,8.95,0.1111,0.2836,0.68,13.9169,14.426,1.9215,1.5456,1.564,83116.3861,77162.5438,30221.3251,743891.6556,690604.767,002293
715,300654.SZ,20191118,10.75,1.0437,1.1749,0.62,47.3252,50.2908,3.2031,3.9463,3.9565,14002.5,6554.149,5822.1115,150526.875,70457.1018,300654
716,300288.SZ,20191118,11.64,4.1387,5.074,3.43,37.6792,42.2534,2.8763,8.5867,8.6053,33794.1402,20837.6513,16996.6772,393363.7919,242550.2611,300288
717,002783.SZ,20191118,10.38,1.0693,1.3752,0.59,47.0056,52.7083,2.2602,2.0605,2.0016,37026.5415,31097.1015,24178.8215,384335.5008,322787.9136,002783
718,002732.SZ,20191118,22.5,1.2412,2.9801,0.67,83.8934,40.1831,3.5688,2.7293,2.4867,15735.0,15558.0075,6479.6475,354037.5,350055.1688,002732
719,002752.SZ,20191118,5.69,0.524,1.7277,3.79,111.1166,90.5122,2.6021,2.2593,2.0436,83318.0519,82588.6959,25048.8356,474079.7153,469929.6797,002752
720,688066.SH,20191118,33.96,2.9737,2.9737,0.62,88.6367,41.6326,5.0214,13.3154,9.1554,16598.3333,3764.7169,3764.7169,563679.3989,127849.7859,688066
721,300020.SZ,20191118,8.35,0.8427,1.1818,0.73,207.0723,36.5404,1.6489,2.269,2.3325,65578.9086,61743.1768,44026.5263,547583.8868,515555.5263,300020
722,000506.SZ,20191118,2.57,0.7548,1.1998,0.69,56.5912,141.6221,2.2933,4.8092,5.2762,92901.7761,92867.0961,58418.9526,238757.5646,238668.437,000506
723,600988.SH,20191118,4.53,2.9269,4.1973,0.64,,,2.1941,3.272,1.4193,155516.9374,142638.1496,99464.9514,704491.7264,646150.8177,600988
724,600647.SH,20191118,13.49,0.8936,1.5065,0.67,,,6.4898,92.027,102.1991,13914.355,13914.355,8253.7095,187704.649,187704.649,600647
725,002548.SZ,20191118,9.13,1.0675,1.7226,0.75,,,2.354,1.411,1.5922,43280.9261,39799.4663,24664.0096,395154.8553,363369.1273,002548
726,000605.SZ,20191118,6.63,0.8718,1.9842,0.83,39.0466,42.518,1.11,1.4924,1.4571,35265.86,27298.7492,11994.0836,233812.6518,180990.7072,000605
727,002143.SZ,20191118,0.24,1.0328,2.7156,1.43,,,0.3941,1.1725,3.5355,176983.4184,112867.665,42924.758,42476.0204,27088.2396,002143
728,601111.SH,20191118,8.42,0.2572,0.9076,0.86,16.6703,17.0785,1.3031,0.8942,0.8929,1452481.5185,944865.3003,267741.2204,12229894.3858,7955765.8285,601111
729,600701.SH,20191118,1.68,0.6639,0.7755,0.66,,,,5.2344,,103473.5218,77587.8533,66418.5895,173835.5166,130347.5935,600701
730,002175.SZ,20191118,1.55,1.5387,1.7699,1.58,,,2.3555,4.7207,4.9092,75377.8212,75374.8767,65530.2915,116835.6229,116831.0589,002175
731,600532.SH,20191118,3.32,1.5762,2.3278,1.49,153.2933,,1.0201,0.6484,0.3188,51606.572,51606.572,34944.4712,171333.819,171333.819,600532
732,603058.SH,20191118,7.65,1.0339,2.103,0.47,28.7364,29.299,3.3002,7.4214,7.2123,41907.44,22411.04,11018.12,320591.916,171444.456,603058
733,002922.SZ,20191118,14.94,1.8376,2.8089,0.64,48.3274,47.3353,2.2011,1.8467,1.6771,13452.1475,6911.8954,4521.6854,200975.0837,103263.7173,002922
734,603786.SH,20191118,49.35,11.3663,11.3663,0.84,40.8637,41.2071,6.4232,7.3803,6.8831,40010.0,4010.0,4010.0,1974493.5,197893.5,603786
735,300424.SZ,20191118,15.18,0.9069,1.2016,0.98,72.4123,61.4979,3.6039,4.8271,2.9614,23995.197,19217.0276,14505.1782,364247.0905,291714.479,300424
736,002533.SZ,20191118,4.78,0.2173,0.3021,0.7,20.3765,16.5267,1.1195,0.5701,0.4992,56518.008,51720.7095,37208.9655,270156.0782,247224.9914,002533
737,000761.SZ,20191118,3.54,0.0535,0.1699,1.07,13.2358,19.6334,0.7057,0.2734,0.264,387537.1532,347537.1532,109426.6438,1371881.5223,1230281.5223,000761
738,002150.SZ,20191118,5.66,1.0026,2.3076,1.03,16.6533,14.1063,1.5927,1.4995,1.3586,35651.7053,35508.7703,15427.7496,201788.652,200979.6399,002150
739,300759.SZ,20191118,54.64,3.3999,3.3999,0.49,106.3681,82.5735,11.7635,12.4075,10.312,66037.0962,6563.0,6563.0,3608266.9364,358602.32,300759
740,600054.SH,20191118,8.81,0.2372,0.5619,0.83,11.0312,12.9121,1.4813,3.9642,3.8489,72937.944,51330.0,21670.425,642583.2866,452217.3,600054
741,002271.SZ,20191118,24.24,1.3243,1.5235,1.04,23.9807,18.4529,4.1143,2.575,2.0504,149208.7952,101566.0861,88286.968,3616821.1956,2461961.9271,002271
742,600643.SH,20191118,8.8,0.4201,0.7427,0.79,12.3246,10.4745,1.3601,15.0489,8.2983,162192.2452,143405.8576,81104.7316,1427291.7578,1261971.5469,600643
743,600875.SH,20191118,8.61,0.2579,0.5035,0.71,23.5746,21.0567,0.9081,0.8951,0.8702,309080.3431,199690.0368,102288.3605,2661181.7541,1719331.2168,600875
744,002299.SZ,20191118,24.93,1.0279,2.3728,0.93,20.5251,9.0708,3.3698,2.676,2.2388,123948.0517,111090.0,48127.3186,3090024.9289,2769473.7,002299
745,002806.SZ,20191118,13.02,1.0122,1.7676,0.94,29.3622,39.3,1.8221,3.5305,3.1815,17623.9202,9764.3134,5591.7696,229463.441,127131.3605,002806
746,600257.SH,20191118,4.1,0.3092,0.3951,0.49,111.7269,2232.5492,1.5099,1.8438,1.7179,48123.7188,48123.7188,37660.5977,197307.2471,197307.2471,600257
747,300291.SZ,20191118,5.5,0.1627,0.3085,0.5,,,1.4635,7.142,6.6088,81746.1176,70836.1939,37352.8526,449603.6468,389599.0665,300291
748,000546.SZ,20191118,11.34,0.2297,0.3653,0.44,21.6328,19.8797,1.9985,1.0163,1.0215,71464.4396,66793.612,42001.1577,810406.7451,757439.5601,000546
749,002169.SZ,20191118,7.17,5.5016,7.2829,0.76,71.5696,144.8952,2.0846,2.0898,2.3537,78779.1994,76017.197,57424.3291,564846.8597,545043.3025,002169
750,002264.SZ,20191118,4.8,2.4389,5.5714,1.05,191.9912,,2.3073,0.4797,0.536,68456.388,67940.7963,29741.2309,328590.6624,326115.8222,002264
751,002324.SZ,20191118,13.4,0.9401,1.4388,0.59,97.8618,79.9606,2.9791,1.9308,1.9847,52815.7457,30677.7723,20043.7479,707730.9924,411082.1488,002324
752,300004.SZ,20191118,6.29,5.5108,9.1269,0.61,,,1.5104,3.1725,3.177,47999.3598,39218.8515,23680.1086,301915.9731,246686.5759,300004
753,300373.SZ,20191118,15.5,2.5927,4.1169,1.11,39.0541,72.4287,2.9873,3.9519,3.8662,47213.3293,29305.7476,18455.7476,731806.6042,454239.0878,300373
754,600595.SH,20191118,1.84,0.3968,0.64,0.31,,,1.1648,0.3071,0.645,196122.4057,174154.0403,107967.6467,360865.2265,320443.4342,600595
755,603398.SH,20191118,10.55,1.9489,5.4689,0.83,74.2167,42.8464,4.3063,8.0314,5.8846,29638.28,29638.28,10561.6762,312683.854,312683.854,603398
756,002588.SZ,20191118,3.74,0.3207,0.4906,1.69,22.5509,38.2644,0.9856,0.7609,0.7281,115688.4,75211.8272,49166.8332,432674.616,281292.2337,002588
757,002649.SZ,20191118,9.23,2.3272,2.5468,0.69,21.8432,18.8542,1.8529,1.6798,1.3585,52468.7031,42374.6775,38720.6372,484286.1296,391118.2733,002649
758,600839.SH,20191118,2.58,0.3141,0.4139,0.99,36.8478,76.0391,0.9204,0.1428,0.1357,461624.4222,461432.2151,350111.3206,1190991.0093,1190495.115,600839
759,002473.SZ,20191118,7.63,0.4039,0.7865,0.62,101.0522,,4.8069,8.2837,10.4731,16000.0,16000.0,8215.6706,122080.0,122080.0,002473
760,600939.SH,20191118,4.49,0.6584,0.781,0.93,20.6614,14.2063,1.2195,0.1748,0.1589,181450.0,40957.5584,34529.7586,814710.5,183899.4372,600939
761,603103.SH,20191118,14.8,2.3385,2.3385,1.26,29.2689,36.3791,4.0142,3.4451,3.5436,63420.0,7420.0,7420.0,938616.0,109816.0,603103
762,002190.SZ,20191118,19.91,0.4105,0.8603,0.62,,14.4849,2.9543,3.3291,3.1978,35872.9343,34518.8382,16471.96,714230.1219,687270.0686,002190
763,002728.SZ,20191118,16.2,0.232,0.3485,0.66,20.924,19.3298,3.0888,3.6777,3.4678,20090.4372,11982.9372,7975.9372,325465.0826,194123.5826,002728
764,002444.SZ,20191118,9.9,0.3729,0.7421,0.53,14.8465,12.1143,1.4382,1.7937,1.6076,107524.77,101167.5504,50842.6825,1064495.223,1001558.749,002444
765,603648.SH,20191118,9.9,0.7669,1.152,0.51,25.566,33.9951,2.19,2.9595,2.8586,36866.67,27318.7206,18187.256,364980.033,270455.3339,603648
766,000753.SZ,20191118,2.79,0.2491,0.3761,0.7,30.0267,29.7551,1.2139,0.9017,0.8828,99148.1071,88414.6545,58553.5057,276623.2188,246676.8861,000753
767,603569.SH,20191118,10.22,0.1559,0.7014,0.45,14.204,20.3677,2.377,1.0444,1.1073,56027.4537,56027.4537,12451.5532,572600.5768,572600.5768,603569
768,002291.SZ,20191118,6.65,3.8568,8.1163,0.72,490.4105,46.4686,1.4819,2.8603,2.4865,65881.3336,39892.1895,18956.3895,438110.8684,265283.0602,002291
769,002167.SZ,20191118,6.95,1.1407,1.5547,0.5,406.0653,1246.9556,4.1124,8.5743,10.3733,62094.6,61860.15,45389.0682,431557.47,429928.0425,002167
770,300171.SZ,20191118,6.98,0.3745,0.5302,0.93,62.2471,67.1151,1.4327,2.2881,2.1599,62833.704,33362.6971,23567.2268,438579.2539,232871.6258,300171
771,002955.SZ,20191118,56.17,4.3504,4.3504,1.29,22.926,26.5185,2.708,1.7607,1.6968,13723.3977,3431.0,3431.0,770843.2488,192719.27,002955
772,000802.SZ,20191118,8.11,0.8017,1.574,0.95,17.8196,14.6436,1.1246,4.818,3.7299,71590.0255,71128.7755,36230.0424,580595.1068,576854.3693,000802
773,600784.SH,20191118,4.67,0.1777,0.233,0.99,42.2366,136.7054,1.738,1.3373,1.326,56817.7846,56817.7846,43334.9276,265339.0541,265339.0541,600784
774,002673.SZ,20191118,8.7,0.2232,0.4682,0.93,152.0003,80.4086,1.7259,13.6171,8.4672,350183.977,350183.877,166919.5636,3046600.5999,3046599.7299,002673
775,002448.SZ,20191118,5.15,0.7526,0.8138,1.06,11.1164,14.9601,1.1653,1.9592,2.0789,60737.0105,47095.2495,43554.9481,312795.6041,242540.5349,002448
776,603690.SH,20191118,24.68,6.2756,6.9776,0.9,196.9803,80.2885,4.6969,9.4792,6.6143,25890.8558,9217.6,8290.25,638986.3211,227490.368,603690
777,300384.SZ,20191118,16.62,1.54,2.0117,0.73,46.9087,34.8835,2.9399,8.5631,6.3454,31920.5969,18380.7426,14070.7043,530520.3205,305487.942,300384
778,603538.SH,20191118,24.24,5.7702,6.3339,1.2,37.6577,22.6884,2.7917,4.2738,3.1776,14968.2,9147.92,8333.8461,362829.168,221745.5808,603538
779,002356.SZ,20191118,1.6,1.3969,3.0568,0.94,,,,0.4404,0.8487,52780.6548,48023.9402,21945.8767,84449.0477,76838.3043,002356
780,300160.SZ,20191118,3.37,0.3779,0.7164,0.8,,,2.0322,1.4266,1.5198,59295.2423,58047.5239,30615.9405,199824.9666,195620.1555,300160
781,600223.SH,20191118,5.91,8.0188,18.5023,1.25,36.5032,23.7198,2.295,0.6706,0.5382,100096.8,100096.8,43381.5221,591572.088,591572.088,600223
782,300319.SZ,20191118,10.66,4.7264,6.7679,0.92,56.2756,66.7664,3.5415,4.4333,4.467,69519.9971,63713.6594,44494.612,741083.1691,679187.6092,300319
783,601989.SH,20191118,5.21,0.1442,0.3093,0.75,177.1879,248.5291,1.4147,2.6797,3.0703,2287979.3243,1836166.5066,856107.5448,11920372.2796,9566427.4994,601989
784,688101.SH,20191118,23.05,35.5494,35.5494,,42.4435,28.4053,2.4855,13.046,10.7598,33388.0,7660.0487,7660.0487,769593.4,176564.1225,688101
785,000589.SZ,20191118,4.24,0.5655,0.7574,0.67,37.2899,21.3949,0.9282,0.4817,0.5063,77546.4304,77538.8237,57894.3335,328796.8649,328764.6125,000589
786,603396.SH,20191118,16.97,1.0567,1.0567,0.9,21.1685,25.0225,1.9591,2.3734,2.0573,10577.9334,4419.6842,4419.6842,179507.5298,75002.0409,603396
787,000676.SZ,20191118,10.04,16.8955,23.5405,2.08,18.6606,23.7815,2.0553,1.7381,1.3335,132600.0097,65383.7351,46927.3618,1331304.0974,656452.7004,000676
788,300309.SZ,20191118,4.25,1.3981,2.6216,1.1,19.3883,38.8211,1.8041,4.3665,3.6271,88612.3765,78448.3094,41837.6179,376602.6001,333405.315,300309
789,300779.SZ,20191118,29.05,7.6578,7.6578,1.13,45.5712,45.9087,4.4981,8.4479,7.8715,10000.0,2500.0,2500.0,290500.0,72625.0,300779
790,300434.SZ,20191118,7.28,0.4481,0.6314,0.88,19.6086,19.4455,1.0915,3.0129,3.0158,40174.3872,22614.512,16048.67,292469.5388,164633.6474,300434
791,000573.SZ,20191118,2.94,0.481,0.6037,0.83,36.6445,8.0508,1.0623,2.092,1.371,64873.0604,62909.8003,50123.8296,190726.7976,184954.8129,000573
792,600639.SH,20191118,13.25,0.165,0.4736,1.04,15.2203,14.8466,1.5876,5.3855,4.2731,112241.2893,85023.6703,29615.5246,1487197.0832,1126563.6315,600639
793,600835.SH,20191118,15.15,0.2456,0.628,0.7,12.2149,14.1208,1.3817,0.7297,0.7063,102273.9308,80650.43,31543.0714,1549450.0516,1221854.0145,600835
794,000973.SZ,20191118,4.5,3.6651,4.9531,0.73,37.4871,24.9618,1.8162,1.5422,1.2978,96742.3171,96739.9968,71583.6756,435340.427,435329.9856,000973
795,002433.SZ,20191118,4.41,0.4528,0.6718,0.82,12.4827,17.3524,0.6486,1.02,0.9024,76677.32,73692.32,49667.309,338146.9812,324983.1312,002433
796,002651.SZ,20191118,4.79,1.466,3.3392,2.87,40.9352,38.6536,2.2903,9.4344,8.9028,101750.0,52713.8641,23142.228,487382.5,252499.409,002651
797,600107.SH,20191118,6.65,0.7525,0.9452,0.92,278.2125,44.4492,3.9289,5.721,5.6023,36000.0,36000.0,28661.1262,239400.0,239400.0,600107
798,603279.SH,20191118,20.81,2.67,2.67,0.44,34.0513,26.489,3.2671,2.8523,2.4879,40003.5,4050.0,4050.0,832472.835,84280.5,603279
799,300652.SZ,20191118,18.99,0.4442,0.4442,0.57,20.159,25.5472,2.1987,3.6452,3.6686,8800.0,2952.2218,2952.2218,167112.0,56062.692,300652
800,603128.SH,20191118,6.17,0.9886,1.8165,0.52,19.3324,19.3249,1.5522,0.6611,0.6361,101203.8353,101203.8353,55077.3102,624427.6638,624427.6638,603128
801,600536.SH,20191118,70.62,3.4273,5.9222,1.06,315.1907,332.5803,18.137,7.571,6.6933,49456.2782,49456.2782,28620.9336,3492602.3665,3492602.3665,600536
802,600268.SH,20191118,4.57,0.336,0.6756,1.04,60.8602,,1.4194,0.6444,0.6358,69526.5184,63524.6434,31596.9712,317736.1891,290307.6203,600268
803,300588.SZ,20191118,10.35,2.7969,2.8587,1.12,75.2465,,4.5307,2.5957,5.5608,16325.15,7866.0,7695.7403,168965.3025,81413.1,300588
804,600736.SH,20191118,5.28,0.4199,0.747,0.86,9.9436,12.9052,0.9792,0.8348,0.598,115129.2907,115129.2907,64709.8013,607882.6549,607882.6549,600736
805,600059.SH,20191118,8.2,0.9193,1.5684,2.7,38.5338,37.3733,1.6137,3.8613,3.8873,80852.4165,80852.4165,47390.0048,662989.8153,662989.8153,600059
806,000932.SZ,20191118,4.38,2.1137,5.4184,4.26,2.7274,3.9363,0.8894,0.2028,0.1772,422191.0035,422149.7778,164677.4833,1849196.5953,1849016.0268,000932
807,603920.SH,20191118,15.84,3.8622,4.7421,0.67,28.7402,23.274,2.6479,2.9941,2.8039,40967.12,12821.0018,10441.9585,648919.1808,203084.6685,603920
808,601377.SH,20191118,6.24,0.3734,0.5339,0.81,308.739,35.9742,1.2145,6.4294,3.281,669667.1674,669667.1674,468407.6757,4178723.1246,4178723.1246,601377
809,300039.SZ,20191118,4.5,0.7838,1.3175,1.06,21.2586,24.5183,1.9041,3.213,3.4097,107149.38,106234.1793,63196.1334,482172.21,478053.8069,300039
810,600326.SH,20191118,6.69,0.3765,0.5217,0.65,12.8779,11.659,1.6999,1.153,1.0866,86538.451,86538.451,62445.7243,578942.2372,578942.2372,600326
811,300390.SZ,20191118,5.16,1.3511,1.6613,1.01,56.5784,45.1958,3.2719,3.6546,3.8643,55127.6,32600.1533,26513.5264,284458.416,168216.791,300390
812,300069.SZ,20191118,11.6,0.7327,1.0738,0.49,,,3.9103,7.3647,8.163,11700.0,8419.6762,5745.0414,135720.0,97668.2439,300069
813,300351.SZ,20191118,8.46,1.3931,2.1598,0.74,,,1.3508,2.4771,2.7052,38364.1857,23929.4188,15434.6622,324561.011,202442.883,300351
814,300139.SZ,20191118,8.2,1.5248,1.5945,0.57,520.3502,,2.0213,13.6603,36.9647,27400.0,21791.7179,20838.4679,224680.0,178692.0868,300139
815,600352.SH,20191118,13.11,0.5884,0.7943,0.54,10.374,8.858,1.8058,2.2359,2.0183,325333.186,325333.186,240994.5081,4265118.0685,4265118.0685,600352
816,600706.SH,20191118,8.23,0.2124,0.4582,0.81,23.2969,27.1834,1.5842,1.3182,1.3167,21541.161,21349.041,9897.9289,177283.755,175702.6074,600706
817,000669.SZ,20191118,3.95,0.8729,1.5672,0.64,,,1.1776,0.6068,0.6389,68040.8797,66644.5749,37121.3375,268761.4748,263246.0709,000669
818,600477.SH,20191118,2.48,0.327,0.5708,0.91,9.4064,12.1,1.5966,0.8639,0.8151,215434.5811,215359.2409,123397.3745,534277.7611,534090.9174,600477
819,000928.SZ,20191118,4.46,0.6083,0.8912,0.91,12.7103,12.1418,1.196,0.6699,0.4345,125666.2942,74315.8264,50731.2295,560471.6721,331448.5857,000928
820,600482.SH,20191118,21.24,0.2337,0.3206,1.45,26.7165,34.0122,1.3758,1.2138,1.1432,169499.5962,86982.8568,63384.3249,3600171.4233,1847515.8784,600482
821,603713.SH,20191118,37.26,2.5597,4.0674,1.14,42.9883,33.0605,4.116,3.1847,2.4127,15247.3984,6802.4094,4280.9351,568118.0644,253457.7742,603713
822,000791.SZ,20191118,3.51,0.2451,0.6544,0.92,9.8354,9.9426,0.7379,2.0695,2.0136,135957.668,135952.943,50919.7703,477211.4147,477194.8299,000791
823,600373.SH,20191118,11.69,0.3607,0.8154,1.24,9.7836,9.3966,1.1875,1.3759,1.4156,135506.3719,135506.3719,59952.2687,1584069.4875,1584069.4875,600373
824,300029.SZ,20191118,7.15,8.8301,11.3053,0.84,,,17.2432,149.3222,112.7447,20000.0,20000.0,15621.1394,143000.0,143000.0,300029
