2015-10-15	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	active
2015-10-16	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	active
2015-10-17	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	active
2015-10-18	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	active
2015-10-19	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	active
2015-10-20	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	active
2015-10-21	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	active
2015-10-22	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	active
2015-10-23	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	active
2015-10-24	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	active
2015-10-25	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	active
2015-10-26	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	active
2015-10-27	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	active
2015-10-28	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	active
2015-10-29	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	active
2015-10-30	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	active
2015-10-31	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	active
2015-11-01	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	active
2015-11-02	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	active
2015-11-03	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	active
2015-11-04	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	active
2015-11-05	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	active
2015-11-06	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	active
2015-11-07	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	active
2015-11-08	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	active
2015-11-09	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	active
2015-11-10	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	active
2015-11-11	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	active
2015-11-12	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	active
2015-11-13	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	active
2015-11-14	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-15	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-16	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	active
2015-11-17	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-18	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-19	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-20	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-21	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-22	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-23	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	active
2015-11-24	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	active
2015-11-25	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	active
2015-11-26	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	active
2015-11-27	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-28	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	active
2015-11-29	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-11-30	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-01	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-02	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-03	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-04	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	active
2015-12-05	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-06	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-07	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	active
2015-12-08	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	active
2015-12-09	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	active
2015-12-10	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	active
2015-12-11	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	active
2015-12-12	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	active
2015-12-13	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	active
2015-12-14	25753-68a3e5516d7a7dc21fbe0e7ee13bfc1c	1025	632	42.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	active
