,code,begin,end,status,begin_price,end_price,days,p_change
2966,000001,2016-01-04,2016-02-29,down,9.731,7.62,56,-21.694
2967,000001,2016-02-29,2017-11-22,up,7.62,15.24,632,100.0
2968,000001,2017-11-22,2017-12-06,down,15.24,13.08,14,-14.173
1286,000002,2016-07-04,2016-07-20,down,20.412,15.538,16,-23.878
1287,000002,2016-07-20,2017-11-29,up,15.538,33.83,497,117.724
1288,000002,2017-11-29,2017-12-04,down,33.83,29.9,5,-11.617
1289,000002,2017-12-04,2017-12-05,up,29.9,31.48,1,5.284
1290,000002,2017-12-05,2017-12-06,down,31.48,30.77,1,-2.255
11941,000004,2016-01-04,2016-01-27,down,46.6,25.8,23,-44.635
11940,000004,2016-01-27,2016-11-17,up,25.8,48.49,295,87.946
11939,000004,2016-11-17,2017-07-18,down,48.49,20.3,243,-58.136
11942,000004,2017-07-18,2017-11-22,up,20.3,31.44,127,54.877
11943,000004,2017-11-22,2017-12-06,down,31.44,22.73,14,-27.704
10465,000005,2016-01-04,2017-12-06,down,10.0,3.94,702,-60.6
2962,000006,2016-01-04,2016-01-27,down,11.098,6.445,23,-41.926
2963,000006,2016-01-27,2016-10-12,up,6.445,10.73,259,66.486
2964,000006,2016-10-12,2017-05-11,down,10.73,7.457,211,-30.503
2965,000006,2017-05-11,2017-09-08,up,7.457,9.85,120,32.091
2955,000007,2016-07-15,2016-07-28,down,14.27,10.331,13,-27.603
2956,000007,2016-07-28,2016-11-08,up,10.331,19.095,103,84.832
2957,000007,2016-11-08,2017-07-18,down,19.095,12.85,252,-32.705
2958,000007,2017-07-18,2017-08-02,up,12.85,17.6,15,36.965
2959,000007,2017-08-02,2017-09-08,down,17.6,14.97,37,-14.943
2960,000007,2017-09-08,2017-09-28,up,14.97,17.25,20,15.23
2961,000007,2017-09-28,2017-09-29,down,17.25,16.66,1,-3.42
1793,000008,2016-01-04,2016-03-01,down,11.863,7.09,57,-40.234
1792,000008,2016-03-01,2016-06-08,up,7.09,12.473,99,75.924
1791,000008,2016-06-08,2017-05-24,down,12.473,6.84,350,-45.162
1794,000008,2017-05-24,2017-10-26,up,6.84,9.73,155,42.251
1795,000008,2017-10-26,2017-11-27,down,9.73,8.18,32,-15.93
1796,000008,2017-11-27,2017-12-01,up,8.18,8.74,4,6.846
1797,000008,2017-12-01,2017-12-05,down,8.74,8.4,4,-3.89
1798,000008,2017-12-05,2017-12-06,up,8.4,8.5,1,1.19
7425,000009,2016-01-04,2017-05-23,down,13.212,7.094,505,-46.306
7426,000009,2017-05-23,2017-09-12,up,7.094,9.98,112,40.682
7427,000009,2017-09-12,2017-12-05,down,9.98,7.18,84,-28.056
7428,000009,2017-12-05,2017-12-06,up,7.18,7.29,1,1.532
4661,000010,2016-01-04,2017-06-02,down,10.2,4.57,515,-55.196
4662,000010,2017-06-02,2017-10-23,up,4.57,7.7,143,68.49
4663,000010,2017-10-23,2017-12-06,down,7.7,5.14,44,-33.247
6278,000011,2016-01-04,2016-01-27,down,14.353,8.49,23,-40.849
6279,000011,2016-01-27,2017-09-19,up,8.49,22.22,601,161.72
6280,000011,2017-09-19,2017-12-05,down,22.22,16.25,77,-26.868
6281,000011,2017-12-05,2017-12-06,up,16.25,16.71,1,2.831
10857,000012,2016-01-04,2016-01-18,down,11.271,7.567,14,-32.863
10856,000012,2016-01-18,2016-11-23,up,7.567,13.541,310,78.948
10855,000012,2016-11-23,2017-05-24,down,13.541,7.364,182,-45.617
10858,000012,2017-05-24,2017-11-30,up,7.364,9.59,190,30.228
10859,000012,2017-11-30,2017-12-06,down,9.59,8.84,6,-7.821
9147,000014,2016-01-04,2016-01-14,down,22.794,13.959,10,-38.76
9146,000014,2016-01-14,2016-11-16,up,13.959,23.856,307,70.9
9145,000014,2016-11-16,2017-12-06,down,23.856,11.7,385,-50.956
9854,000016,2016-01-04,2016-01-29,down,6.91,3.94,25,-42.981
9855,000016,2016-01-29,2017-11-10,up,3.94,7.6,651,92.893
9856,000016,2017-11-10,2017-12-06,down,7.6,6.0,26,-21.053
3803,000017,2016-01-04,2016-01-14,down,13.98,8.33,10,-40.415
3802,000017,2016-01-14,2016-02-19,up,8.33,15.5,36,86.074
3801,000017,2016-02-19,2017-11-22,down,15.5,6.35,642,-59.032
3804,000017,2017-11-22,2017-11-23,up,6.35,6.8,1,7.087
3805,000017,2017-11-23,2017-12-05,down,6.8,6.51,12,-4.265
3806,000017,2017-12-05,2017-12-06,up,6.51,6.61,1,1.536
4387,000018,2016-01-04,2016-01-18,down,12.961,8.365,14,-35.46
4386,000018,2016-01-18,2016-04-08,up,8.365,14.955,81,78.781
4385,000018,2016-04-08,2017-11-20,down,14.955,6.65,591,-55.533
4388,000018,2017-11-20,2017-11-23,up,6.65,7.29,3,9.624
4389,000018,2017-11-23,2017-11-27,down,7.29,6.88,4,-5.624
4390,000018,2017-11-27,2017-12-01,up,6.88,7.21,4,4.797
4391,000018,2017-12-01,2017-12-06,down,7.21,7.0,5,-2.913
2947,000019,2016-01-04,2016-01-27,down,10.471,5.794,23,-44.666
2948,000019,2016-01-27,2016-11-07,up,5.794,19.197,285,231.326
2949,000019,2016-11-07,2017-06-02,down,19.197,9.236,207,-51.888
2950,000019,2017-06-02,2017-06-12,up,9.236,13.818,10,49.61
2951,000019,2017-06-12,2017-07-17,down,13.818,10.31,35,-25.387
2952,000019,2017-07-17,2017-08-10,up,10.31,12.7,24,23.181
2953,000019,2017-08-10,2017-08-11,down,12.7,11.56,1,-8.976
2954,000019,2017-08-11,2017-08-21,up,11.56,12.15,10,5.104
10854,000020,2016-01-04,2016-01-05,down,31.09,25.21,1,-18.913
10853,000020,2016-01-05,2016-01-06,up,25.21,31.5,1,24.95
10852,000020,2016-01-06,2017-12-06,down,31.5,13.3,700,-57.778
9259,000021,2016-01-04,2016-01-28,down,11.991,7.434,24,-38.004
9260,000021,2016-01-28,2016-08-19,up,7.434,12.15,204,63.438
9261,000021,2016-08-19,2017-04-27,down,12.15,7.616,251,-37.317
9262,000021,2017-04-27,2017-11-13,up,7.616,10.69,200,40.362
9263,000021,2017-11-13,2017-12-05,down,10.69,8.71,22,-18.522
9264,000021,2017-12-05,2017-12-06,up,8.71,9.13,1,4.822
2942,000022,2016-01-04,2016-01-27,down,18.452,11.592,23,-37.178
2943,000022,2016-01-27,2017-06-21,up,11.592,33.391,511,188.052
2944,000022,2017-06-21,2017-11-06,down,33.391,23.7,138,-29.023
2945,000022,2017-11-06,2017-11-07,up,23.7,26.25,1,10.759
2946,000022,2017-11-07,2017-11-17,down,26.25,24.14,10,-8.038
9670,000023,2016-04-19,2016-04-21,up,33.469,40.496,2,20.996
9669,000023,2016-04-21,2017-06-02,down,40.496,19.481,407,-51.894
9671,000023,2017-06-02,2017-08-15,up,19.481,30.02,74,54.099
9672,000023,2017-08-15,2017-11-20,down,30.02,21.41,97,-28.681
9673,000023,2017-11-20,2017-11-23,up,21.41,23.42,3,9.388
9674,000023,2017-11-23,2017-12-06,down,23.42,22.46,13,-4.099
6138,000025,2016-01-04,2016-01-05,down,84.5,67.94,1,-19.598
6137,000025,2016-01-05,2016-01-11,up,67.94,92.99,6,36.871
6136,000025,2016-01-11,2017-06-02,down,92.99,31.35,508,-66.287
6139,000025,2017-06-02,2017-06-29,up,31.35,56.59,27,80.51
6140,000025,2017-06-29,2017-11-20,down,56.59,38.5,144,-31.967
6141,000025,2017-11-20,2017-11-21,up,38.5,43.46,1,12.883
6142,000025,2017-11-21,2017-12-06,down,43.46,39.38,15,-9.388
8875,000026,2016-01-04,2016-01-28,down,16.298,9.338,24,-42.705
8876,000026,2016-01-28,2017-01-05,up,9.338,16.547,343,77.201
8877,000026,2017-01-05,2017-12-05,down,16.547,10.3,334,-37.753
8878,000026,2017-12-05,2017-12-06,up,10.3,10.57,1,2.621
5160,000027,2016-01-04,2016-05-26,down,9.304,5.861,143,-37.006
5161,000027,2016-05-26,2017-04-12,up,5.861,7.905,321,34.875
5162,000027,2017-04-12,2017-12-06,down,7.905,5.96,238,-24.605
1758,000028,2016-03-25,2016-04-11,up,58.999,72.783,17,23.363
1757,000028,2016-04-11,2016-05-30,down,72.783,58.782,49,-19.237
1756,000028,2016-05-30,2017-07-10,up,58.782,83.89,406,42.714
1755,000028,2017-07-10,2017-11-28,down,83.89,57.5,141,-31.458
1759,000028,2017-11-28,2017-12-01,up,57.5,62.8,3,9.217
1760,000028,2017-12-01,2017-12-06,down,62.8,58.98,5,-6.083
2936,000029,2016-01-04,2016-01-27,down,12.98,7.29,23,-43.837
2937,000029,2016-01-27,2016-03-07,up,7.29,14.32,40,96.433
2938,000029,2016-03-07,2016-05-12,down,14.32,9.41,66,-34.288
2939,000029,2016-05-12,2016-08-17,up,9.41,12.87,97,36.769
2940,000029,2016-08-17,2016-09-12,down,12.87,10.55,26,-18.026
2941,000029,2016-09-12,2016-09-13,up,10.55,11.17,1,5.877
5342,000030,2016-01-04,2016-01-27,down,9.865,5.938,23,-39.807
5343,000030,2016-01-27,2016-09-23,up,5.938,9.841,240,65.729
5344,000030,2016-09-23,2017-05-11,down,9.841,7.698,230,-21.776
5345,000030,2017-05-11,2017-08-04,up,7.698,9.75,85,26.656
5346,000030,2017-08-04,2017-12-06,down,9.75,7.87,124,-19.282
2934,000031,2016-01-04,2017-05-24,down,14.075,6.643,506,-52.803
2935,000031,2017-05-24,2017-07-21,up,6.643,8.0,58,20.428
8673,000032,2016-01-04,2017-11-20,down,21.202,11.12,686,-47.552
8674,000032,2017-11-20,2017-12-04,up,11.12,12.21,14,9.802
8675,000032,2017-12-04,2017-12-05,down,12.21,11.4,1,-6.634
8676,000032,2017-12-05,2017-12-06,up,11.4,11.67,1,2.368
2928,000034,2016-04-15,2016-05-12,down,25.16,15.3,27,-39.189
2929,000034,2016-05-12,2016-08-18,up,15.3,34.97,98,128.562
2930,000034,2016-08-18,2017-07-27,down,34.97,16.43,343,-53.017
2931,000034,2017-07-27,2017-09-14,up,16.43,22.98,49,39.866
2932,000034,2017-09-14,2017-09-26,down,22.98,20.23,12,-11.967
2933,000034,2017-09-26,2017-09-28,up,20.23,21.6,2,6.772
2924,000035,2016-02-18,2016-03-01,down,7.19,5.25,12,-26.982
2925,000035,2016-03-01,2016-12-08,up,5.25,8.88,282,69.143
2926,000035,2016-12-08,2017-07-18,down,8.88,6.1,222,-31.306
2927,000035,2017-07-18,2017-08-21,up,6.1,6.72,34,10.164
5556,000036,2016-01-04,2016-01-27,down,8.929,6.108,23,-31.594
5557,000036,2016-01-27,2017-07-27,up,6.108,13.92,547,127.898
5558,000036,2017-07-27,2017-12-06,down,13.92,8.84,132,-36.494
4199,000037,2016-01-04,2016-01-14,down,12.99,7.5,10,-42.263
4200,000037,2016-01-14,2017-03-01,up,7.5,12.99,412,73.2
4201,000037,2017-03-01,2017-12-06,down,12.99,8.01,280,-38.337
4246,000038,2016-06-22,2016-06-23,up,31.914,35.105,1,9.999
4245,000038,2016-06-23,2016-06-24,down,35.105,29.421,1,-16.191
4244,000038,2016-06-24,2016-06-30,up,29.421,40.514,6,37.704
4243,000038,2016-06-30,2017-05-11,down,40.514,18.976,315,-53.162
4247,000038,2017-05-11,2017-11-21,up,18.976,27.04,194,42.496
4248,000038,2017-11-21,2017-12-06,down,27.04,20.65,15,-23.632
7330,000039,2016-01-04,2016-01-28,down,20.889,12.343,24,-40.911
7331,000039,2016-01-28,2017-11-13,up,12.343,21.34,655,72.892
7332,000039,2017-11-13,2017-11-28,down,21.34,18.9,15,-11.434
7333,000039,2017-11-28,2017-12-04,up,18.9,20.29,6,7.354
7334,000039,2017-12-04,2017-12-06,down,20.29,19.47,2,-4.041
6731,000040,2016-01-04,2016-01-05,down,15.325,13.478,1,-12.052
6730,000040,2016-01-05,2016-01-06,up,13.478,15.465,1,14.743
6729,000040,2016-01-06,2016-02-02,down,15.465,9.355,27,-39.509
6732,000040,2016-02-02,2017-04-14,up,9.355,17.036,437,82.106
6733,000040,2017-04-14,2017-06-01,down,17.036,11.44,48,-32.848
6734,000040,2017-06-01,2017-11-14,up,11.44,15.9,166,38.986
6735,000040,2017-11-14,2017-12-05,down,15.9,12.37,21,-22.201
6736,000040,2017-12-05,2017-12-06,up,12.37,12.8,1,3.476
3213,000042,2016-01-04,2016-01-27,down,20.63,13.318,23,-35.444
3214,000042,2016-01-27,2016-09-22,up,13.318,20.891,239,56.863
3215,000042,2016-09-22,2017-11-23,down,20.891,14.91,427,-28.63
3216,000042,2017-11-23,2017-11-30,up,14.91,15.9,7,6.64
3217,000042,2017-11-30,2017-12-06,down,15.9,15.39,6,-3.208
6321,000043,2016-01-04,2016-01-28,down,11.924,6.628,24,-44.415
6322,000043,2016-01-28,2017-04-12,up,6.628,13.085,440,97.42
6323,000043,2017-04-12,2017-05-24,down,13.085,8.27,42,-36.798
6324,000043,2017-05-24,2017-07-11,up,8.27,11.37,48,37.485
6325,000043,2017-07-11,2017-10-19,down,11.37,9.9,100,-12.929
6326,000043,2017-10-19,2017-11-08,up,9.9,11.07,20,11.818
6327,000043,2017-11-08,2017-12-06,down,11.07,10.1,28,-8.762
4505,000045,2016-01-04,2016-01-27,down,14.1,8.5,23,-39.716
4506,000045,2016-01-27,2017-01-05,up,8.5,18.16,344,113.647
4507,000045,2017-01-05,2017-04-27,down,18.16,9.92,112,-45.374
4508,000045,2017-04-27,2017-09-08,up,9.92,12.97,134,30.746
4509,000045,2017-09-08,2017-12-06,down,12.97,10.36,89,-20.123
4112,000046,2016-01-04,2017-11-20,down,12.229,6.92,686,-43.413
4113,000046,2017-11-20,2017-11-24,up,6.92,8.04,4,16.185
4114,000046,2017-11-24,2017-12-06,down,8.04,7.41,12,-7.836
2920,000048,2016-01-04,2016-01-07,up,36.41,44.8,3,23.043
2919,000048,2016-01-07,2017-11-17,down,44.8,22.12,680,-50.625
2921,000048,2017-11-17,2017-11-22,up,22.12,24.8,5,12.116
2922,000048,2017-11-22,2017-12-05,down,24.8,22.6,13,-8.871
2923,000048,2017-12-05,2017-12-06,up,22.6,23.32,1,3.186
8223,000049,2016-01-04,2016-03-01,down,56.313,32.033,57,-43.116
8224,000049,2016-03-01,2017-09-12,up,32.033,60.25,560,88.087
8225,000049,2017-09-12,2017-12-05,down,60.25,39.58,84,-34.307
8226,000049,2017-12-05,2017-12-06,up,39.58,40.95,1,3.461
2915,000050,2016-01-04,2016-01-14,down,21.306,13.8,10,-35.23
2916,000050,2016-01-14,2017-10-26,up,13.8,26.24,651,90.145
2917,000050,2017-10-26,2017-11-27,down,26.24,21.45,32,-18.255
2918,000050,2017-11-27,2017-11-29,up,21.45,21.89,2,2.051
10011,000055,2016-01-04,2016-01-27,down,9.384,5.554,23,-40.814
10012,000055,2016-01-27,2016-07-06,up,5.554,12.617,161,127.17
10013,000055,2016-07-06,2017-12-06,down,12.617,6.28,518,-50.226
2910,000056,2016-01-04,2017-05-11,down,17.147,10.71,493,-37.54
2911,000056,2017-05-11,2017-08-03,up,10.71,13.98,84,30.532
2912,000056,2017-08-03,2017-09-25,down,13.98,12.06,53,-13.734
2913,000056,2017-09-25,2017-10-23,up,12.06,13.98,28,15.92
2914,000056,2017-10-23,2017-10-31,down,13.98,13.27,8,-5.079
4457,000058,2016-02-25,2016-02-26,up,12.644,14.094,1,11.468
4456,000058,2016-02-26,2016-03-11,down,14.094,9.048,14,-35.802
4455,000058,2016-03-11,2016-04-06,up,9.048,14.402,26,59.173
4454,000058,2016-04-06,2017-07-17,down,14.402,7.112,467,-50.618
4458,000058,2017-07-17,2017-11-15,up,7.112,9.5,121,33.577
4459,000058,2017-11-15,2017-11-20,down,9.5,8.0,5,-15.789
4460,000058,2017-11-20,2017-11-27,up,8.0,9.42,7,17.75
4461,000058,2017-11-27,2017-12-05,down,9.42,8.53,8,-9.448
4462,000058,2017-12-05,2017-12-06,up,8.53,8.92,1,4.572
9173,000059,2016-01-04,2016-01-29,down,7.859,5.04,25,-35.87
9174,000059,2016-01-29,2017-02-22,up,5.04,14.739,390,192.44
9175,000059,2017-02-22,2017-05-24,down,14.739,9.298,91,-36.916
9176,000059,2017-05-24,2017-07-27,up,9.298,13.14,64,41.321
9177,000059,2017-07-27,2017-12-06,down,13.14,9.75,132,-25.799
9199,000060,2016-01-04,2016-01-28,down,14.151,8.48,24,-40.075
9200,000060,2016-01-28,2016-11-28,up,8.48,14.185,305,67.276
9201,000060,2016-11-28,2017-05-11,down,14.185,9.353,164,-34.064
9202,000060,2017-05-11,2017-09-04,up,9.353,13.7,116,46.477
9203,000060,2017-09-04,2017-11-20,down,13.7,9.991,77,-27.073
9204,000060,2017-11-20,2017-12-04,up,9.991,11.23,14,12.401
9205,000060,2017-12-04,2017-12-06,down,11.23,10.45,2,-6.946
8513,000061,2016-01-04,2017-12-05,down,17.748,7.34,701,-58.643
8514,000061,2017-12-05,2017-12-06,up,7.34,7.53,1,2.589
10175,000062,2016-01-04,2016-03-01,down,36.517,20.525,57,-43.793
10176,000062,2016-03-01,2017-05-19,up,20.525,36.4,444,77.345
10177,000062,2017-05-19,2017-11-20,down,36.4,23.01,185,-36.786
10178,000062,2017-11-20,2017-11-30,up,23.01,26.46,10,14.993
10179,000062,2017-11-30,2017-12-05,down,26.46,23.55,5,-10.998
10180,000062,2017-12-05,2017-12-06,up,23.55,24.39,1,3.567
6957,000063,2016-01-04,2016-06-15,down,18.482,12.849,163,-30.478
6958,000063,2016-06-15,2017-11-22,up,12.849,41.39,525,222.126
6959,000063,2017-11-22,2017-11-30,down,41.39,32.52,8,-21.43
6960,000063,2017-11-30,2017-12-04,up,32.52,35.23,4,8.333
6961,000063,2017-12-04,2017-12-06,down,35.23,34.57,2,-1.873
4141,000065,2016-03-15,2016-03-16,down,18.543,16.403,1,-11.541
4140,000065,2016-03-16,2016-03-24,up,16.403,20.127,8,22.703
4139,000065,2016-03-24,2016-05-24,down,20.127,16.038,61,-20.316
4142,000065,2016-05-24,2017-04-06,up,16.038,38.75,317,141.614
4143,000065,2017-04-06,2017-11-24,down,38.75,18.53,232,-52.181
4144,000065,2017-11-24,2017-11-29,up,18.53,20.74,5,11.927
4145,000065,2017-11-29,2017-12-06,down,20.74,19.65,7,-5.256
7004,000066,2016-03-10,2017-11-27,down,19.39,6.66,627,-65.652
7005,000066,2017-11-27,2017-12-01,up,6.66,7.22,4,8.408
7006,000066,2017-12-01,2017-12-05,down,7.22,6.68,4,-7.479
7007,000066,2017-12-05,2017-12-06,up,6.68,6.93,1,3.743
10272,000068,2016-01-04,2017-12-06,down,12.67,5.27,702,-58.406
1107,000069,2016-01-04,2016-01-27,down,8.679,5.754,23,-33.702
1108,000069,2016-01-27,2017-06-27,up,5.754,10.26,517,78.311
1109,000069,2017-06-27,2017-09-28,down,10.26,8.09,93,-21.15
1110,000069,2017-09-28,2017-11-22,up,8.09,9.35,55,15.575
1111,000069,2017-11-22,2017-11-29,down,9.35,8.49,7,-9.198
1112,000069,2017-11-29,2017-11-30,up,8.49,9.15,1,7.774
1113,000069,2017-11-30,2017-12-05,down,9.15,8.55,5,-6.557
1114,000069,2017-12-05,2017-12-06,up,8.55,8.65,1,1.17
10706,000070,2016-01-04,2016-01-27,down,16.014,9.207,23,-42.507
10707,000070,2016-01-27,2016-10-19,up,9.207,17.029,266,84.957
10708,000070,2016-10-19,2017-12-06,down,17.029,9.59,413,-43.684
7302,000078,2016-01-04,2017-05-11,down,9.592,5.29,493,-44.85
7303,000078,2017-05-11,2017-10-10,up,5.29,7.07,152,33.648
7304,000078,2017-10-10,2017-11-28,down,7.07,5.59,49,-20.934
7305,000078,2017-11-28,2017-12-04,up,5.59,6.22,6,11.27
7306,000078,2017-12-04,2017-12-06,down,6.22,6.06,2,-2.572
7181,000088,2016-01-04,2016-02-29,down,8.666,5.711,56,-34.099
7182,000088,2016-02-29,2017-04-13,up,5.711,12.056,409,111.101
7183,000088,2017-04-13,2017-12-06,down,12.056,7.72,237,-35.965
1053,000089,2016-01-04,2016-01-27,down,8.128,6.241,23,-23.216
1054,000089,2016-01-27,2017-07-07,up,6.241,9.75,527,56.225
1055,000089,2017-07-07,2017-10-19,down,9.75,8.46,104,-13.231
1056,000089,2017-10-19,2017-11-13,up,8.46,9.18,25,8.511
1057,000089,2017-11-13,2017-11-20,down,9.18,8.46,7,-7.843
1058,000089,2017-11-20,2017-11-21,up,8.46,9.12,1,7.801
1059,000089,2017-11-21,2017-12-06,down,9.12,8.78,15,-3.728
5705,000090,2016-01-04,2016-02-29,down,11.83,7.73,56,-34.658
5706,000090,2016-02-29,2017-07-13,up,7.73,12.55,500,62.354
5707,000090,2017-07-13,2017-12-05,down,12.55,9.88,145,-21.275
5708,000090,2017-12-05,2017-12-06,up,9.88,10.06,1,1.822
1282,000096,2016-01-04,2016-07-27,down,17.006,11.055,205,-34.994
1283,000096,2016-07-27,2017-04-13,up,11.055,19.201,260,73.686
1284,000096,2017-04-13,2017-11-29,down,19.201,12.81,230,-33.285
1285,000096,2017-11-29,2017-12-06,up,12.81,13.65,7,6.557
10624,000099,2016-01-04,2017-12-05,down,15.003,8.78,701,-41.478
10625,000099,2017-12-05,2017-12-06,up,8.78,9.06,1,3.189
7523,000100,2016-01-04,2016-06-24,down,4.099,3.147,172,-23.225
7524,000100,2016-06-24,2017-11-10,up,3.147,5.14,504,63.33
7525,000100,2017-11-10,2017-12-06,down,5.14,4.14,26,-19.455
1717,000150,2016-01-04,2016-01-05,down,38.472,31.242,1,-18.793
1716,000150,2016-01-05,2016-01-19,up,31.242,38.928,14,24.601
1715,000150,2016-01-19,2016-01-28,down,38.928,20.887,9,-46.345
1718,000150,2016-01-28,2016-12-01,up,20.887,35.07,308,67.903
1719,000150,2016-12-01,2017-07-17,down,35.07,22.29,228,-36.441
1720,000150,2017-07-17,2017-11-14,up,22.29,30.7,120,37.73
1721,000150,2017-11-14,2017-12-05,down,30.7,26.01,21,-15.277
1722,000150,2017-12-05,2017-12-06,up,26.01,27.83,1,6.997
11868,000151,2016-01-04,2016-01-14,down,23.691,14.324,10,-39.538
11867,000151,2016-01-14,2017-03-29,up,14.324,25.551,440,78.379
11866,000151,2017-03-29,2017-12-05,down,25.551,11.93,251,-53.309
11869,000151,2017-12-05,2017-12-06,up,11.93,12.47,1,4.526
9515,000153,2016-04-22,2016-04-25,up,10.363,11.492,3,10.895
9514,000153,2016-04-25,2016-05-12,down,11.492,8.817,17,-23.277
9513,000153,2016-05-12,2016-11-16,up,8.817,13.97,188,58.444
9512,000153,2016-11-16,2017-12-05,down,13.97,7.61,384,-45.526
9516,000153,2017-12-05,2017-12-06,up,7.61,7.82,1,2.76
12064,000155,2016-01-04,2016-01-29,down,8.84,5.6,25,-36.652
12065,000155,2016-01-29,2016-04-25,up,5.6,10.27,87,83.393
6996,000156,2016-01-04,2017-12-06,down,33.313,12.8,702,-61.577
8107,000157,2016-01-04,2016-05-20,down,5.024,3.751,137,-25.338
8108,000157,2016-05-20,2017-02-23,up,3.751,4.91,279,30.898
8109,000157,2017-02-23,2017-05-11,down,4.91,3.99,77,-18.737
8110,000157,2017-05-11,2017-08-07,up,3.99,4.823,88,20.877
8111,000157,2017-08-07,2017-12-06,down,4.823,4.25,121,-11.881
8952,000158,2016-01-04,2017-12-05,down,15.467,7.77,701,-49.764
8953,000158,2017-12-05,2017-12-06,up,7.77,7.96,1,2.445
10528,000159,2016-01-04,2016-02-01,down,9.309,5.742,28,-38.318
10527,000159,2016-02-01,2017-02-17,up,5.742,11.87,382,106.722
10526,000159,2017-02-17,2017-12-06,down,11.87,5.15,292,-56.613
1320,000166,2016-01-04,2016-02-29,down,7.704,5.186,56,-32.684
1321,000166,2016-02-29,2016-11-17,up,5.186,7.064,262,36.213
1322,000166,2016-11-17,2017-05-11,down,7.064,5.217,175,-26.147
1323,000166,2017-05-11,2017-08-30,up,5.217,6.17,111,18.267
1324,000166,2017-08-30,2017-12-05,down,6.17,5.48,97,-11.183
1325,000166,2017-12-05,2017-12-06,up,5.48,5.54,1,1.095
2906,000301,2016-01-04,2016-01-28,down,6.354,3.965,24,-37.598
2907,000301,2016-01-28,2017-10-12,up,3.965,7.4,623,86.633
2908,000301,2017-10-12,2017-10-30,down,7.4,5.4,18,-27.027
2909,000301,2017-10-30,2017-11-29,up,5.4,6.28,30,16.296
876,000333,2016-01-04,2016-01-27,down,20.708,15.697,23,-24.198
877,000333,2016-01-27,2017-11-22,up,15.697,57.93,665,269.051
878,000333,2017-11-22,2017-11-29,down,57.93,50.2,7,-13.344
879,000333,2017-11-29,2017-12-05,up,50.2,52.53,6,4.641
880,000333,2017-12-05,2017-12-06,down,52.53,50.95,1,-3.008
3896,000338,2016-01-04,2016-02-15,down,4.581,3.272,42,-28.575
3897,000338,2016-02-15,2017-11-13,up,3.272,9.2,637,181.174
3898,000338,2017-11-13,2017-12-06,down,9.2,7.64,23,-16.957
8036,000400,2016-01-04,2016-03-01,down,19.346,11.461,57,-40.758
8037,000400,2016-03-01,2017-01-09,up,11.461,19.671,314,71.634
8038,000400,2017-01-09,2017-12-06,down,19.671,13.78,331,-29.948
2903,000401,2016-01-04,2016-01-05,down,10.87,9.08,1,-16.467
2902,000401,2016-01-05,2016-01-13,up,9.08,11.18,8,23.128
2901,000401,2016-01-13,2016-01-27,down,11.18,8.3,14,-25.76
2904,000401,2016-01-27,2017-04-17,up,8.3,27.25,446,228.313
2905,000401,2017-04-17,2017-11-20,down,27.25,13.79,217,-49.394
1183,000402,2016-01-04,2016-01-27,down,10.716,7.431,23,-30.655
1184,000402,2016-01-27,2016-08-19,up,7.431,13.941,205,87.606
1185,000402,2016-08-19,2017-01-16,down,13.941,9.362,150,-32.846
1186,000402,2017-01-16,2017-09-19,up,9.362,13.45,246,43.666
1187,000402,2017-09-19,2017-11-20,down,13.45,10.72,62,-20.297
1188,000402,2017-11-20,2017-11-29,up,10.72,11.5,9,7.276
1189,000402,2017-11-29,2017-12-05,down,11.5,11.01,6,-4.261
1190,000402,2017-12-05,2017-12-06,up,11.01,11.2,1,1.726
8317,000403,2016-01-04,2016-01-14,down,29.32,20.76,10,-29.195
8318,000403,2016-01-14,2016-11-28,up,20.76,37.67,319,81.455
8319,000403,2016-11-28,2017-05-11,down,37.67,25.58,164,-32.095
8320,000403,2017-05-11,2017-12-01,up,25.58,35.5,204,38.78
8321,000403,2017-12-01,2017-12-05,down,35.5,33.15,4,-6.62
6149,000404,2016-01-04,2016-01-28,down,8.44,5.678,24,-32.725
6150,000404,2016-01-28,2016-10-14,up,5.678,11.441,260,101.497
6151,000404,2016-10-14,2017-11-20,down,11.441,6.14,402,-46.333
6152,000404,2017-11-20,2017-12-01,up,6.14,6.63,11,7.98
6153,000404,2017-12-01,2017-12-05,down,6.63,6.36,4,-4.072
6154,000404,2017-12-05,2017-12-06,up,6.36,6.55,1,2.987
5666,000407,2016-01-04,2016-01-27,down,8.275,4.885,23,-40.967
5667,000407,2016-01-27,2017-03-24,up,4.885,12.5,422,155.885
5668,000407,2017-03-24,2017-12-06,down,12.5,7.59,257,-39.28
6158,000408,2016-01-04,2016-01-29,down,19.456,11.504,25,-40.872
6159,000408,2016-01-29,2017-09-15,up,11.504,21.601,595,87.769
6160,000408,2017-09-15,2017-11-20,down,21.601,16.0,66,-25.929
6161,000408,2017-11-20,2017-12-04,up,16.0,18.69,14,16.813
6162,000408,2017-12-04,2017-12-05,down,18.69,16.99,1,-9.096
6163,000408,2017-12-05,2017-12-06,up,16.99,17.56,1,3.355
6413,000409,2016-01-04,2016-01-18,down,11.865,7.867,14,-33.696
6412,000409,2016-01-18,2016-11-02,up,7.867,17.122,289,117.643
6411,000409,2016-11-02,2017-11-23,down,17.122,6.02,386,-64.841
6414,000409,2017-11-23,2017-12-06,up,6.02,6.19,13,2.824
