,code,begin,end,status,begin_price,end_price,days,p_change
5528,002045,2017-11-29,2017-12-06,down,17.17,16.45,7,-4.193
9380,002046,2016-01-04,2016-01-28,down,14.076,7.702,24,-45.283
9381,002046,2016-01-28,2017-02-06,up,7.702,16.583,375,115.308
9382,002046,2017-02-06,2017-11-03,down,16.583,8.74,270,-47.295
9383,002046,2017-11-03,2017-11-08,up,8.74,10.1,5,15.561
9384,002046,2017-11-08,2017-11-17,down,10.1,8.8,9,-12.871
9385,002046,2017-11-17,2017-11-30,up,8.8,9.8,13,11.364
9386,002046,2017-11-30,2017-12-06,down,9.8,9.22,6,-5.918
3067,002047,2016-01-04,2016-01-27,down,11.217,8.351,23,-25.551
3066,002047,2016-01-27,2016-08-18,up,8.351,13.305,204,59.322
3065,002047,2016-08-18,2017-06-02,down,13.305,6.697,288,-49.666
3068,002047,2017-06-02,2017-10-26,up,6.697,10.08,146,50.515
3069,002047,2017-10-26,2017-11-30,down,10.08,7.48,35,-25.794
3070,002047,2017-11-30,2017-12-05,up,7.48,7.75,5,3.61
3071,002047,2017-12-05,2017-12-06,down,7.75,7.67,1,-1.032
5298,002048,2016-04-01,2017-11-13,up,15.462,27.99,591,81.024
5299,002048,2017-11-13,2017-12-05,down,27.99,23.9,22,-14.612
5300,002048,2017-12-05,2017-12-06,up,23.9,24.3,1,1.674
11728,002049,2016-03-11,2017-07-19,down,53.962,23.68,495,-56.117
11729,002049,2017-07-19,2017-11-23,up,23.68,52.18,127,120.355
11730,002049,2017-11-23,2017-12-05,down,52.18,43.51,12,-16.616
11731,002049,2017-12-05,2017-12-06,up,43.51,48.01,1,10.342
724,002050,2016-01-04,2016-01-28,down,10.264,5.908,24,-42.44
725,002050,2016-01-28,2017-11-13,up,5.908,19.5,655,230.061
726,002050,2017-11-13,2017-12-01,down,19.5,16.06,18,-17.641
727,002050,2017-12-01,2017-12-06,up,16.06,17.69,5,10.149
7385,002051,2016-01-04,2016-01-05,down,17.129,14.662,1,-14.402
7384,002051,2016-01-05,2016-01-21,up,14.662,20.257,16,38.16
7383,002051,2016-01-21,2016-02-29,down,20.257,12.906,39,-36.289
7386,002051,2016-02-29,2017-04-20,up,12.906,25.946,416,101.038
7387,002051,2017-04-20,2017-12-05,down,25.946,18.28,229,-29.546
7388,002051,2017-12-05,2017-12-06,up,18.28,18.62,1,1.86
9460,002052,2016-01-04,2016-01-11,down,14.7,10.03,7,-31.769
9459,002052,2016-01-11,2016-12-15,up,10.03,14.95,339,49.053
9458,002052,2016-12-15,2017-06-02,down,14.95,5.4,169,-63.88
9461,002052,2017-06-02,2017-10-31,up,5.4,8.27,151,53.148
9462,002052,2017-10-31,2017-11-20,down,8.27,5.45,20,-34.099
9463,002052,2017-11-20,2017-11-23,up,5.45,6.3,3,15.596
9464,002052,2017-11-23,2017-12-06,down,6.3,5.66,13,-10.159
506,002053,2016-03-14,2016-03-16,down,11.497,9.638,2,-16.169
507,002053,2016-03-16,2017-03-24,up,9.638,20.634,373,114.09
508,002053,2017-03-24,2017-11-24,down,20.634,9.98,245,-51.633
509,002053,2017-11-24,2017-12-05,up,9.98,12.49,11,25.15
510,002053,2017-12-05,2017-12-06,down,12.49,11.65,1,-6.725
905,002054,2016-01-04,2016-05-18,down,13.955,8.234,135,-40.996
906,002054,2016-05-18,2017-08-25,up,8.234,18.38,464,123.221
907,002054,2017-08-25,2017-10-30,down,18.38,13.75,66,-25.19
908,002054,2017-10-30,2017-11-06,up,13.75,16.13,7,17.309
909,002054,2017-11-06,2017-11-20,down,16.13,14.7,14,-8.865
910,002054,2017-11-20,2017-11-21,up,14.7,15.76,1,7.211
911,002054,2017-11-21,2017-11-23,down,15.76,14.75,2,-6.409
912,002054,2017-11-23,2017-11-29,up,14.75,15.55,6,5.424
913,002054,2017-11-29,2017-12-05,down,15.55,14.83,6,-4.63
914,002054,2017-12-05,2017-12-06,up,14.83,15.25,1,2.832
4470,002055,2016-01-04,2017-06-02,down,38.458,17.36,515,-54.86
4471,002055,2017-06-02,2017-09-15,up,17.36,26.6,105,53.226
4472,002055,2017-09-15,2017-12-05,down,26.6,20.28,81,-23.759
4473,002055,2017-12-05,2017-12-06,up,20.28,21.7,1,7.002
9924,002056,2016-01-04,2016-03-01,down,6.922,4.332,57,-37.417
9925,002056,2016-03-01,2017-09-12,up,4.332,12.88,560,197.322
9926,002056,2017-09-12,2017-11-06,down,12.88,10.0,55,-22.36
9927,002056,2017-11-06,2017-11-17,up,10.0,12.25,11,22.5
9928,002056,2017-11-17,2017-12-05,down,12.25,10.16,18,-17.061
9929,002056,2017-12-05,2017-12-06,up,10.16,10.6,1,4.331
9782,002057,2016-01-04,2016-01-29,down,16.909,10.046,25,-40.588
9783,002057,2016-01-29,2016-12-28,up,10.046,18.768,334,86.821
9784,002057,2016-12-28,2017-06-02,down,18.768,11.08,156,-40.963
9785,002057,2017-06-02,2017-09-12,up,11.08,17.63,102,59.116
9786,002057,2017-09-12,2017-11-24,down,17.63,11.85,73,-32.785
9787,002057,2017-11-24,2017-12-04,up,11.85,12.87,10,8.608
9788,002057,2017-12-04,2017-12-06,down,12.87,12.22,2,-5.051
10422,002058,2016-01-04,2016-01-27,down,27.755,15.706,23,-43.412
10423,002058,2016-01-27,2016-11-23,up,15.706,33.85,301,115.523
10424,002058,2016-11-23,2017-11-06,down,33.85,17.74,348,-47.592
10425,002058,2017-11-06,2017-11-29,up,17.74,22.82,23,28.636
10426,002058,2017-11-29,2017-12-06,down,22.82,21.26,7,-6.836
11268,002059,2016-01-04,2016-03-01,down,12.255,6.974,57,-43.093
11269,002059,2016-03-01,2016-12-14,up,6.974,15.781,288,126.283
11270,002059,2016-12-14,2017-11-20,down,15.781,7.65,341,-51.524
11271,002059,2017-11-20,2017-12-04,up,7.65,8.4,14,9.804
11272,002059,2017-12-04,2017-12-06,down,8.4,7.77,2,-7.5
7543,002060,2016-01-04,2016-01-28,down,4.546,2.899,24,-36.23
7544,002060,2016-01-28,2017-04-13,up,2.899,5.015,441,72.991
7545,002060,2017-04-13,2017-12-05,down,5.015,3.72,236,-25.823
7546,002060,2017-12-05,2017-12-06,up,3.72,3.78,1,1.613
11277,002061,2016-01-04,2016-02-01,down,9.2,5.31,28,-42.283
11278,002061,2016-02-01,2017-11-17,up,5.31,15.9,655,199.435
11279,002061,2017-11-17,2017-11-27,down,15.9,13.33,10,-16.164
11280,002061,2017-11-27,2017-12-04,up,13.33,15.75,7,18.155
11281,002061,2017-12-04,2017-12-05,down,15.75,14.18,1,-9.968
11282,002061,2017-12-05,2017-12-06,up,14.18,15.23,1,7.405
7091,002062,2016-01-04,2016-02-29,down,6.845,4.54,56,-33.674
7092,002062,2016-02-29,2016-09-14,up,4.54,8.511,198,87.467
7093,002062,2016-09-14,2017-12-06,down,8.511,5.16,448,-39.373
8522,002063,2016-01-04,2017-05-11,down,20.961,9.833,493,-53.089
8523,002063,2017-05-11,2017-09-06,up,9.833,11.89,118,20.919
8524,002063,2017-09-06,2017-12-06,down,11.89,10.07,91,-15.307
6804,002064,2016-01-04,2016-02-29,down,6.473,4.263,56,-34.142
6805,002064,2016-02-29,2017-08-08,up,4.263,6.19,526,45.203
6806,002064,2017-08-08,2017-11-20,down,6.19,4.62,104,-25.363
6807,002064,2017-11-20,2017-12-06,up,4.62,5.33,16,15.368
1807,002065,2016-07-04,2016-08-01,down,11.136,9.526,28,-14.458
1806,002065,2016-08-01,2016-12-02,up,9.526,12.549,123,31.734
1805,002065,2016-12-02,2017-11-20,down,12.549,8.86,353,-29.397
1808,002065,2017-11-20,2017-11-30,up,8.86,9.76,10,10.158
1809,002065,2017-11-30,2017-12-06,down,9.76,9.09,6,-6.865
4962,002066,2016-01-04,2016-01-18,down,20.48,11.53,14,-43.701
4961,002066,2016-01-18,2017-01-06,up,11.53,20.81,354,80.486
4960,002066,2017-01-06,2017-12-05,down,20.81,10.58,333,-49.159
4963,002066,2017-12-05,2017-12-06,up,10.58,11.05,1,4.442
7827,002067,2016-01-04,2017-05-11,down,8.872,5.335,493,-39.867
7828,002067,2017-05-11,2017-10-09,up,5.335,7.36,151,37.957
7829,002067,2017-10-09,2017-12-06,down,7.36,5.87,58,-20.245
6121,002068,2016-01-04,2016-01-29,down,8.718,5.038,25,-42.212
6122,002068,2016-01-29,2017-09-12,up,5.038,13.33,592,164.589
6123,002068,2017-09-12,2017-11-20,down,13.33,9.62,69,-27.832
6124,002068,2017-11-20,2017-12-01,up,9.62,11.8,11,22.661
6125,002068,2017-12-01,2017-12-05,down,11.8,10.61,4,-10.085
6126,002068,2017-12-05,2017-12-06,up,10.61,11.12,1,4.807
7252,002069,2016-01-04,2016-02-29,down,13.75,7.68,56,-44.145
7253,002069,2016-02-29,2017-03-20,up,7.68,12.17,385,58.464
7254,002069,2017-03-20,2017-11-20,down,12.17,7.7,245,-36.73
7255,002069,2017-11-20,2017-12-01,up,7.7,8.18,11,6.234
7256,002069,2017-12-01,2017-12-05,down,8.18,7.75,4,-5.257
7257,002069,2017-12-05,2017-12-06,up,7.75,7.9,1,1.935
10639,002070,2016-01-04,2016-01-18,down,21.96,15.5,14,-29.417
10638,002070,2016-01-18,2016-06-17,up,15.5,30.3,151,95.484
10637,002070,2016-06-17,2017-12-06,down,30.3,3.69,537,-87.822
4331,002071,2016-01-04,2017-11-20,down,17.93,8.5,686,-52.593
4332,002071,2017-11-20,2017-12-04,up,8.5,9.55,14,12.353
4333,002071,2017-12-04,2017-12-06,down,9.55,9.47,2,-0.838
4172,002072,2016-01-04,2016-01-27,down,23.47,13.77,23,-41.329
4173,002072,2016-01-27,2017-06-29,up,13.77,33.76,519,145.171
4174,002072,2017-06-29,2017-12-04,down,33.76,26.89,158,-20.35
4175,002072,2017-12-04,2017-12-05,up,26.89,29.5,1,9.706
4176,002072,2017-12-05,2017-12-06,down,29.5,28.9,1,-2.034
3432,002073,2016-01-04,2017-12-05,down,16.758,7.47,701,-55.424
3433,002073,2017-12-05,2017-12-06,up,7.47,7.8,1,4.418
11758,002074,2016-01-04,2016-01-29,down,31.883,19.686,25,-38.255
11759,002074,2016-01-29,2016-06-16,up,19.686,38.607,139,96.114
11760,002074,2016-06-16,2017-12-05,down,38.607,20.9,537,-45.865
11761,002074,2017-12-05,2017-12-06,up,20.9,21.62,1,3.445
2665,002075,2016-01-21,2016-02-15,down,21.21,7.94,25,-62.565
2666,002075,2016-02-15,2016-08-17,up,7.94,17.37,184,118.766
2667,002075,2016-08-17,2016-09-06,down,17.37,15.09,20,-13.126
2668,002075,2016-09-06,2016-09-09,up,15.09,16.88,3,11.862
2669,002075,2016-09-09,2016-09-13,down,16.88,15.91,4,-5.746
2670,002075,2016-09-13,2016-09-14,up,15.91,16.12,1,1.32
8606,002076,2016-01-04,2016-03-08,down,8.917,5.159,64,-42.144
8607,002076,2016-03-08,2016-07-27,up,5.159,10.262,141,98.915
8608,002076,2016-07-27,2017-12-06,down,10.262,5.25,497,-48.84
827,002077,2016-01-04,2016-01-05,down,20.2,16.58,1,-17.921
826,002077,2016-01-05,2016-01-06,up,16.58,20.29,1,22.376
825,002077,2016-01-06,2016-03-01,down,20.29,10.97,55,-45.934
824,002077,2016-03-01,2016-06-28,up,10.97,24.5,119,123.336
823,002077,2016-06-28,2017-07-18,down,24.5,8.68,385,-64.571
828,002077,2017-07-18,2017-11-14,up,8.68,16.05,119,84.908
829,002077,2017-11-14,2017-11-27,down,16.05,13.1,13,-18.38
830,002077,2017-11-27,2017-12-05,up,13.1,14.92,8,13.893
831,002077,2017-12-05,2017-12-06,down,14.92,14.61,1,-2.078
6769,002078,2016-01-04,2016-01-27,down,5.522,3.741,23,-32.253
6770,002078,2016-01-27,2017-10-09,up,3.741,10.19,621,172.387
6771,002078,2017-10-09,2017-11-27,down,10.19,8.22,49,-19.333
6772,002078,2017-11-27,2017-11-30,up,8.22,9.36,3,13.869
6773,002078,2017-11-30,2017-12-06,down,9.36,8.61,6,-8.013
10757,002079,2016-01-04,2016-01-28,down,10.767,5.846,24,-45.704
10758,002079,2016-01-28,2016-09-21,up,5.846,12.435,237,112.71
10759,002079,2016-09-21,2017-06-02,down,12.435,6.82,254,-45.155
10760,002079,2017-06-02,2017-12-06,up,6.82,10.2,187,49.56
11513,002080,2016-01-04,2016-05-20,down,26.122,15.94,137,-38.979
11514,002080,2016-05-20,2017-10-31,up,15.94,29.3,529,83.814
11515,002080,2017-10-31,2017-12-05,down,29.3,21.6,35,-26.28
11516,002080,2017-12-05,2017-12-06,up,21.6,22.27,1,3.102
4257,002081,2016-01-04,2016-01-27,down,12.205,7.423,23,-39.181
4258,002081,2016-01-27,2017-11-21,up,7.423,16.4,664,120.935
4259,002081,2017-11-21,2017-11-29,down,16.4,14.05,8,-14.329
4260,002081,2017-11-29,2017-12-04,up,14.05,15.15,5,7.829
4261,002081,2017-12-04,2017-12-06,down,15.15,14.88,2,-1.782
10427,002082,2016-03-23,2016-10-27,up,11.026,28.52,218,158.661
10428,002082,2016-10-27,2017-11-17,down,28.52,12.61,386,-55.785
10429,002082,2017-11-17,2017-11-30,up,12.61,15.3,13,21.332
10430,002082,2017-11-30,2017-12-06,down,15.3,13.44,6,-12.157
2660,002083,2016-01-04,2016-02-29,down,7.438,5.083,56,-31.662
2661,002083,2016-02-29,2017-08-08,up,5.083,8.0,526,57.387
2662,002083,2017-08-08,2017-11-24,down,8.0,6.29,108,-21.375
2663,002083,2017-11-24,2017-12-05,up,6.29,6.71,11,6.677
2664,002083,2017-12-05,2017-12-06,down,6.71,6.67,1,-0.596
9844,002084,2016-01-15,2016-01-29,down,11.758,7.346,14,-37.523
9843,002084,2016-01-29,2016-04-15,up,7.346,13.314,77,81.241
9842,002084,2016-04-15,2017-12-06,down,13.314,6.61,600,-50.353
4881,002085,2016-01-04,2016-01-27,down,13.4,8.729,23,-34.858
4882,002085,2016-01-27,2017-09-27,up,8.729,21.45,609,145.733
4883,002085,2017-09-27,2017-11-17,down,21.45,16.74,51,-21.958
4884,002085,2017-11-17,2017-11-21,up,16.74,17.74,4,5.974
4885,002085,2017-11-21,2017-11-27,down,17.74,16.9,6,-4.735
4886,002085,2017-11-27,2017-12-05,up,16.9,17.73,8,4.911
4887,002085,2017-12-05,2017-12-06,down,17.73,17.2,1,-2.989
1647,002086,2016-01-04,2016-01-27,down,14.685,7.166,23,-51.202
1648,002086,2016-01-27,2017-10-30,up,7.166,13.23,642,84.622
1649,002086,2017-10-30,2017-11-22,down,13.23,11.18,23,-15.495
1650,002086,2017-11-22,2017-12-04,up,11.18,12.9,12,15.385
1651,002086,2017-12-04,2017-12-06,down,12.9,12.55,2,-2.713
1341,002087,2016-01-04,2016-01-29,down,6.538,4.28,25,-34.537
1342,002087,2016-01-29,2017-01-03,up,4.28,7.654,340,78.832
1343,002087,2017-01-03,2017-06-01,down,7.654,5.342,149,-30.206
1344,002087,2017-06-01,2017-11-21,up,5.342,6.95,173,30.101
1345,002087,2017-11-21,2017-12-06,down,6.95,6.13,15,-11.799
4899,002088,2016-01-04,2016-01-27,down,11.391,7.289,23,-36.011
4900,002088,2016-01-27,2017-11-13,up,7.289,14.82,656,103.32
4901,002088,2017-11-13,2017-11-24,down,14.82,12.03,11,-18.826
4902,002088,2017-11-24,2017-12-04,up,12.03,12.97,10,7.814
4903,002088,2017-12-04,2017-12-05,down,12.97,12.37,1,-4.626
4904,002088,2017-12-05,2017-12-06,up,12.37,12.84,1,3.8
5036,002089,2016-01-04,2016-01-07,down,11.264,8.395,3,-25.471
5035,002089,2016-01-07,2016-07-21,up,8.395,11.332,196,34.985
5034,002089,2016-07-21,2017-12-06,down,11.332,5.31,503,-53.142
6870,002090,2016-01-04,2017-07-17,down,38.207,20.16,560,-47.235
6871,002090,2017-07-17,2017-10-09,up,20.16,26.1,84,29.464
6872,002090,2017-10-09,2017-12-06,down,26.1,21.91,58,-16.054
9038,002091,2016-01-04,2016-03-01,down,13.021,6.798,57,-47.792
9039,002091,2016-03-01,2016-06-20,up,6.798,13.168,111,93.704
9040,002091,2016-06-20,2017-12-06,down,13.168,8.72,534,-33.779
10098,002092,2016-01-04,2016-01-28,down,8.708,5.577,24,-35.955
10099,002092,2016-01-28,2017-08-04,up,5.577,19.14,554,243.195
10100,002092,2017-08-04,2017-11-06,down,19.14,12.8,94,-33.124
10101,002092,2017-11-06,2017-11-30,up,12.8,14.46,24,12.969
10102,002092,2017-11-30,2017-12-06,down,14.46,13.64,6,-5.671
7677,002093,2016-01-04,2016-03-01,down,14.872,7.901,57,-46.873
7678,002093,2016-03-01,2016-04-13,up,7.901,13.104,43,65.852
7679,002093,2016-04-13,2017-07-18,down,13.104,8.01,461,-38.874
7680,002093,2017-07-18,2017-10-09,up,8.01,11.78,83,47.066
7681,002093,2017-10-09,2017-11-20,down,11.78,8.29,42,-29.626
7682,002093,2017-11-20,2017-11-27,up,8.29,9.17,7,10.615
7683,002093,2017-11-27,2017-12-05,down,9.17,8.57,8,-6.543
7684,002093,2017-12-05,2017-12-06,up,8.57,8.84,1,3.151
8130,002094,2016-01-04,2016-03-01,down,30.812,17.342,57,-43.717
8129,002094,2016-03-01,2016-11-08,up,17.342,33.386,252,92.515
8128,002094,2016-11-08,2017-12-05,down,33.386,16.7,392,-49.979
8131,002094,2017-12-05,2017-12-06,up,16.7,17.24,1,3.234
10582,002095,2016-01-04,2016-01-08,down,73.29,57.713,4,-21.254
10581,002095,2016-01-08,2016-01-20,up,57.713,75.387,12,30.624
10580,002095,2016-01-20,2017-07-17,down,75.387,30.0,544,-60.205
10583,002095,2017-07-17,2017-09-15,up,30.0,46.98,60,56.6
10584,002095,2017-09-15,2017-12-06,down,46.98,32.43,82,-30.971
10298,002096,2016-01-04,2017-12-06,down,25.784,8.12,702,-68.508
8072,002097,2016-01-04,2016-01-29,down,10.936,6.111,25,-44.12
8073,002097,2016-01-29,2016-07-05,up,6.111,10.827,158,77.172
8074,002097,2016-07-05,2017-12-05,down,10.827,6.98,518,-35.532
8075,002097,2017-12-05,2017-12-06,up,6.98,7.13,1,2.149
2654,002098,2016-01-04,2016-01-14,down,15.195,8.738,10,-42.494
2655,002098,2016-01-14,2016-12-20,up,8.738,22.352,341,155.802
2656,002098,2016-12-20,2017-08-14,down,22.352,12.43,237,-44.39
2657,002098,2017-08-14,2017-11-03,up,12.43,17.2,81,38.375
2658,002098,2017-11-03,2017-11-08,down,17.2,15.78,5,-8.256
2659,002098,2017-11-08,2017-11-10,up,15.78,16.33,2,3.485
8056,002099,2016-01-12,2016-01-14,down,10.578,8.671,2,-18.028
8055,002099,2016-01-14,2016-02-24,up,8.671,11.504,41,32.672
8054,002099,2016-02-24,2017-12-06,down,11.504,5.52,651,-52.017
3578,002100,2016-01-04,2016-01-27,down,9.888,6.868,23,-30.542
3579,002100,2016-01-27,2016-10-21,up,6.868,10.008,268,45.719
3580,002100,2016-10-21,2017-05-24,down,10.008,7.501,215,-25.05
3581,002100,2017-05-24,2017-08-08,up,7.501,8.77,76,16.918
3582,002100,2017-08-08,2017-11-06,down,8.77,7.97,90,-9.122
3583,002100,2017-11-06,2017-11-21,up,7.97,8.48,15,6.399
3584,002100,2017-11-21,2017-11-23,down,8.48,8.0,2,-5.66
3585,002100,2017-11-23,2017-11-27,up,8.0,8.46,4,5.75
3586,002100,2017-11-27,2017-12-06,down,8.46,8.23,9,-2.719
4413,002101,2016-01-04,2016-03-01,down,28.747,15.913,57,-44.645
4414,002101,2016-03-01,2016-11-22,up,15.913,26.037,266,63.621
4415,002101,2016-11-22,2017-04-24,down,26.037,19.02,153,-26.95
4416,002101,2017-04-24,2017-09-12,up,19.02,25.33,141,33.176
4417,002101,2017-09-12,2017-11-24,down,25.33,19.74,73,-22.069
4418,002101,2017-11-24,2017-12-01,up,19.74,22.13,7,12.107
4419,002101,2017-12-01,2017-12-06,down,22.13,20.75,5,-6.236
10941,002102,2016-01-04,2016-01-05,down,4.89,4.174,1,-14.642
10940,002102,2016-01-05,2016-01-06,up,4.174,5.396,1,29.276
10939,002102,2016-01-06,2016-05-12,down,5.396,3.334,127,-38.213
10942,002102,2016-05-12,2016-11-17,up,3.334,6.67,189,100.06
10943,002102,2016-11-17,2017-07-17,down,6.67,3.81,242,-42.879
10944,002102,2017-07-17,2017-11-30,up,3.81,5.38,136,41.207
10945,002102,2017-11-30,2017-12-05,down,5.38,4.51,5,-16.171
10946,002102,2017-12-05,2017-12-06,up,4.51,4.85,1,7.539
2653,002103,2016-02-16,2016-07-05,up,10.568,19.677,140,86.194
2652,002103,2016-07-05,2017-11-14,down,19.677,9.4,497,-52.228
8080,002104,2016-01-04,2017-04-24,down,23.849,8.32,476,-65.114
8081,002104,2017-04-24,2017-10-12,up,8.32,11.76,171,41.346
8082,002104,2017-10-12,2017-12-06,down,11.76,8.67,55,-26.276
11341,002105,2016-01-04,2016-03-01,down,12.44,6.33,57,-49.116
11340,002105,2016-03-01,2016-12-28,up,6.33,16.66,302,163.191
11339,002105,2016-12-28,2017-12-05,down,16.66,6.29,342,-62.245
11342,002105,2017-12-05,2017-12-06,up,6.29,6.47,1,2.862
8908,002106,2016-01-04,2016-03-01,down,13.139,7.168,57,-45.445
8909,002106,2016-03-01,2016-11-08,up,7.168,13.99,252,95.173
8910,002106,2016-11-08,2017-11-03,down,13.99,8.92,360,-36.24
8911,002106,2017-11-03,2017-11-27,up,8.92,10.35,24,16.031
8912,002106,2017-11-27,2017-12-05,down,10.35,9.43,8,-8.889
8913,002106,2017-12-05,2017-12-06,up,9.43,9.84,1,4.348
9593,002107,2016-01-04,2017-07-18,down,24.77,11.1,561,-55.188
9594,002107,2017-07-18,2017-10-13,up,11.1,14.35,87,29.279
9595,002107,2017-10-13,2017-12-05,down,14.35,11.21,53,-21.882
9596,002107,2017-12-05,2017-12-06,up,11.21,11.4,1,1.695
10214,002108,2016-01-04,2016-01-29,down,10.323,6.901,25,-33.149
10215,002108,2016-01-29,2017-04-10,up,6.901,17.509,437,153.717
10216,002108,2017-04-10,2017-12-06,down,17.509,11.24,240,-35.804
8347,002109,2016-01-04,2016-03-02,down,9.39,5.56,58,-40.788
8348,002109,2016-03-02,2017-06-19,up,5.56,10.47,474,88.309
8349,002109,2017-06-19,2017-11-28,down,10.47,6.58,162,-37.154
8350,002109,2017-11-28,2017-12-04,up,6.58,7.51,6,14.134
8351,002109,2017-12-04,2017-12-06,down,7.51,6.91,2,-7.989
5592,002110,2016-01-04,2016-01-28,down,7.07,4.819,24,-31.839
5593,002110,2016-01-28,2017-12-04,up,4.819,22.85,676,374.165
5594,002110,2017-12-04,2017-12-06,down,22.85,20.74,2,-9.234
4637,002111,2016-01-04,2017-12-06,down,30.753,15.02,702,-51.159
1858,002112,2016-06-15,2016-06-23,up,21.022,25.75,8,22.491
1857,002112,2016-06-23,2016-06-24,down,25.75,20.992,1,-18.478
1856,002112,2016-06-24,2016-07-05,up,20.992,28.3,11,34.813
1855,002112,2016-07-05,2017-05-09,down,28.3,13.4,308,-52.65
1859,002112,2017-05-09,2017-10-09,up,13.4,19.1,153,42.537
1860,002112,2017-10-09,2017-11-22,down,19.1,14.37,44,-24.764
1861,002112,2017-11-22,2017-12-06,up,14.37,16.56,14,15.24
4908,002113,2016-01-04,2016-03-01,down,9.9,5.328,57,-46.182
4909,002113,2016-03-01,2016-11-17,up,5.328,22.48,261,321.922
4910,002113,2016-11-17,2017-11-21,down,22.48,11.11,369,-50.578
4911,002113,2017-11-21,2017-12-04,up,11.11,12.79,13,15.122
4912,002113,2017-12-04,2017-12-06,down,12.79,12.42,2,-2.893
6782,002114,2016-01-04,2016-02-01,down,20.0,13.02,28,-34.9
6783,002114,2016-02-01,2016-07-22,up,13.02,34.6,172,165.745
6784,002114,2016-07-22,2017-04-24,down,34.6,16.81,276,-51.416
6785,002114,2017-04-24,2017-08-09,up,16.81,23.95,107,42.475
6786,002114,2017-08-09,2017-12-05,down,23.95,17.19,118,-28.225
6787,002114,2017-12-05,2017-12-06,up,17.19,17.66,1,2.734
8581,002115,2016-01-04,2017-07-18,down,15.484,8.56,561,-44.717
8582,002115,2017-07-18,2017-10-12,up,8.56,13.01,86,51.986
8583,002115,2017-10-12,2017-11-20,down,13.01,9.31,39,-28.44
8584,002115,2017-11-20,2017-11-21,up,9.31,10.58,1,13.641
8585,002115,2017-11-21,2017-11-27,down,10.58,9.6,6,-9.263
8586,002115,2017-11-27,2017-12-05,up,9.6,10.28,8,7.083
8587,002115,2017-12-05,2017-12-06,down,10.28,9.95,1,-3.21
5653,002116,2016-01-04,2016-03-01,down,17.247,10.927,57,-36.644
5652,002116,2016-03-01,2017-03-23,up,10.927,17.315,387,58.461
5651,002116,2017-03-23,2017-12-06,down,17.315,10.79,258,-37.684
7645,002117,2016-01-04,2017-12-06,down,45.483,19.33,702,-57.501
1196,002118,2016-01-04,2016-02-29,down,9.73,5.865,56,-39.723
1197,002118,2016-02-29,2016-08-26,up,5.865,9.225,179,57.289
1198,002118,2016-08-26,2017-05-11,down,9.225,6.18,258,-33.008
1199,002118,2017-05-11,2017-11-29,up,6.18,8.84,202,43.042
1200,002118,2017-11-29,2017-12-05,down,8.84,8.12,6,-8.145
1201,002118,2017-12-05,2017-12-06,up,8.12,8.33,1,2.586
11247,002119,2016-01-04,2016-01-05,down,22.228,19.435,1,-12.565
11246,002119,2016-01-05,2016-01-11,up,19.435,23.441,6,20.612
11245,002119,2016-01-11,2016-01-13,down,23.441,17.814,2,-24.005
11244,002119,2016-01-13,2016-02-24,up,17.814,28.859,42,62.002
11243,002119,2016-02-24,2017-07-17,down,28.859,15.55,509,-46.117
11248,002119,2017-07-17,2017-12-01,up,15.55,22.66,137,45.723
11249,002119,2017-12-01,2017-12-05,down,22.66,19.97,4,-11.871
11250,002119,2017-12-05,2017-12-06,up,19.97,22.2,1,11.167
1247,002120,2016-01-04,2016-03-01,down,22.206,12.894,57,-41.935
1248,002120,2016-03-01,2017-10-12,up,12.894,54.8,590,325.004
1249,002120,2017-10-12,2017-12-01,down,54.8,39.53,50,-27.865
1250,002120,2017-12-01,2017-12-06,up,39.53,41.75,5,5.616
9719,002121,2016-01-04,2016-03-01,down,11.731,7.935,57,-32.359
9720,002121,2016-03-01,2016-06-28,up,7.935,12.552,119,58.185
9721,002121,2016-06-28,2017-01-16,down,12.552,8.062,202,-35.771
9722,002121,2017-01-16,2017-09-12,up,8.062,10.83,239,34.334
9723,002121,2017-09-12,2017-12-05,down,10.83,8.74,84,-19.298
9724,002121,2017-12-05,2017-12-06,up,8.74,9.05,1,3.547
3288,002122,2016-01-04,2016-02-29,down,8.322,5.465,56,-34.331
3289,002122,2016-02-29,2016-11-04,up,5.465,15.49,249,183.44
3290,002122,2016-11-04,2017-04-19,down,15.49,9.71,166,-37.314
3291,002122,2017-04-19,2017-09-07,up,9.71,11.61,141,19.567
3292,002122,2017-09-07,2017-10-24,down,11.61,9.75,47,-16.021
3293,002122,2017-10-24,2017-10-25,up,9.75,10.49,1,7.59
3294,002122,2017-10-25,2017-12-05,down,10.49,9.87,41,-5.91
3295,002122,2017-12-05,2017-12-06,up,9.87,9.99,1,1.216
2647,002123,2016-01-04,2017-07-19,down,25.356,9.48,562,-62.612
2648,002123,2017-07-19,2017-10-09,up,9.48,12.9,82,36.076
2649,002123,2017-10-09,2017-11-20,down,12.9,9.54,42,-26.047
2650,002123,2017-11-20,2017-11-23,up,9.54,11.39,3,19.392
2651,002123,2017-11-23,2017-11-29,down,11.39,10.6,6,-6.936
9094,002124,2016-01-04,2016-01-18,down,12.131,8.451,14,-30.336
9093,002124,2016-01-18,2016-11-21,up,8.451,15.435,308,82.641
9092,002124,2016-11-21,2017-05-24,down,15.435,7.673,184,-50.288
9095,002124,2017-05-24,2017-10-16,up,7.673,10.18,145,32.673
