,code,begin,end,status,begin_price,end_price,days,p_change
359,002340,2016-02-29,2017-10-09,up,3.308,9.03,588,172.975
360,002340,2017-10-09,2017-12-05,down,9.03,6.58,57,-27.132
361,002340,2017-12-05,2017-12-12,up,6.58,7.12,7,8.207
362,002340,2017-12-12,2017-12-15,down,7.12,6.83,3,-4.073
363,002340,2017-12-15,2017-12-17,up,6.83,6.85,2,0.293
12,002345,2016-01-04,2016-03-01,down,16.607,8.299,57,-50.027
13,002345,2016-03-01,2016-12-14,up,8.299,12.762,288,53.778
14,002345,2016-12-14,2017-06-02,down,12.762,9.413,170,-26.242
15,002345,2017-06-02,2017-11-17,up,9.413,12.09,168,28.439
16,002345,2017-11-17,2017-12-06,down,12.09,10.05,19,-16.873
17,002345,2017-12-06,2017-12-15,up,10.05,10.95,9,8.955
18,002345,2017-12-15,2017-12-17,down,10.95,10.92,2,-0.274
347,002400,2016-01-04,2017-11-20,down,14.645,5.35,686,-63.469
348,002400,2017-11-20,2017-11-22,up,5.35,6.16,2,15.14
349,002400,2017-11-22,2017-12-05,down,6.16,5.58,13,-9.416
350,002400,2017-12-05,2017-12-11,up,5.58,5.98,6,7.168
351,002400,2017-12-11,2017-12-15,down,5.98,5.62,4,-6.02
352,002400,2017-12-15,2017-12-17,up,5.62,5.65,2,0.534
3,002402,2016-01-04,2016-02-01,down,11.337,6.197,28,-45.338
4,002402,2016-02-01,2016-08-25,up,6.197,13.3,206,114.62
5,002402,2016-08-25,2017-06-02,down,13.3,8.51,281,-36.015
6,002402,2017-06-02,2017-11-23,up,8.51,11.45,174,34.548
7,002402,2017-11-23,2017-11-28,down,11.45,10.33,5,-9.782
8,002402,2017-11-28,2017-12-04,up,10.33,11.19,6,8.325
9,002402,2017-12-04,2017-12-08,down,11.19,10.34,4,-7.596
10,002402,2017-12-08,2017-12-15,up,10.34,11.16,7,7.93
11,002402,2017-12-15,2017-12-17,down,11.16,11.07,2,-0.806
427,002415,2016-01-04,2016-01-27,down,14.811,10.162,23,-31.389
428,002415,2016-01-27,2017-11-14,up,10.162,43.66,657,329.64
429,002415,2017-11-14,2017-11-27,down,43.66,36.21,13,-17.064
430,002415,2017-11-27,2017-12-12,up,36.21,39.87,15,10.108
431,002415,2017-12-12,2017-12-15,down,39.87,37.7,3,-5.443
432,002415,2017-12-15,2017-12-17,up,37.7,37.95,2,0.663
272,002439,2016-01-04,2017-05-25,down,32.103,16.612,507,-48.254
273,002439,2017-05-25,2017-11-09,up,16.612,26.77,168,61.149
274,002439,2017-11-09,2017-12-06,down,26.77,21.72,27,-18.864
275,002439,2017-12-06,2017-12-14,up,21.72,25.29,8,16.436
276,002439,2017-12-14,2017-12-15,down,25.29,24.56,1,-2.887
277,002439,2017-12-15,2017-12-17,up,24.56,25.04,2,1.954
168,002445,2016-01-04,2017-06-05,down,28.694,11.014,518,-61.616
169,002445,2017-06-05,2017-11-08,up,11.014,17.4,156,57.981
170,002445,2017-11-08,2017-11-20,down,17.4,11.88,12,-31.724
171,002445,2017-11-20,2017-12-11,up,11.88,13.33,21,12.205
172,002445,2017-12-11,2017-12-12,down,13.33,12.84,1,-3.676
173,002445,2017-12-12,2017-12-14,up,12.84,13.1,2,2.025
174,002445,2017-12-14,2017-12-15,down,13.1,12.85,1,-1.908
175,002445,2017-12-15,2017-12-17,up,12.85,12.95,2,0.778
264,002464,2016-01-04,2016-03-01,down,50.552,27.254,57,-46.087
265,002464,2016-03-01,2016-12-14,up,27.254,56.822,288,108.49
266,002464,2016-12-14,2017-11-22,down,56.822,28.1,343,-50.547
267,002464,2017-11-22,2017-12-12,up,28.1,31.39,20,11.708
268,002464,2017-12-12,2017-12-13,down,31.39,28.7,1,-8.57
269,002464,2017-12-13,2017-12-14,up,28.7,29.35,1,2.265
270,002464,2017-12-14,2017-12-15,down,29.35,28.85,1,-1.704
271,002464,2017-12-15,2017-12-17,up,28.85,29.0,2,0.52
252,002491,2016-01-04,2016-01-18,down,19.104,11.164,14,-41.562
253,002491,2016-01-18,2016-11-01,up,11.164,19.828,288,77.607
254,002491,2016-11-01,2017-12-05,down,19.828,11.68,399,-41.093
255,002491,2017-12-05,2017-12-11,up,11.68,12.35,6,5.736
256,002491,2017-12-11,2017-12-15,down,12.35,11.82,4,-4.291
257,002491,2017-12-15,2017-12-17,up,11.82,11.9,2,0.677
46,002494,2016-01-04,2017-12-05,down,26.442,8.91,701,-66.304
47,002494,2017-12-05,2017-12-08,up,8.91,9.39,3,5.387
48,002494,2017-12-08,2017-12-12,down,9.39,9.14,4,-2.662
49,002494,2017-12-12,2017-12-14,up,9.14,9.39,2,2.735
50,002494,2017-12-14,2017-12-15,down,9.39,9.22,1,-1.81
51,002494,2017-12-15,2017-12-17,up,9.22,9.36,2,1.518
504,002622,2016-01-08,2016-01-11,up,13.905,15.295,3,9.996
503,002622,2016-01-11,2016-03-01,down,15.295,8.25,50,-46.061
505,002622,2016-03-01,2017-11-28,up,8.25,15.98,637,93.697
506,002622,2017-11-28,2017-12-05,down,15.98,14.05,7,-12.078
108,002642,2016-01-04,2017-12-05,down,38.38,12.47,701,-67.509
109,002642,2017-12-05,2017-12-11,up,12.47,14.45,6,15.878
110,002642,2017-12-11,2017-12-13,down,14.45,13.31,2,-7.889
111,002642,2017-12-13,2017-12-14,up,13.31,13.68,1,2.78
112,002642,2017-12-14,2017-12-15,down,13.68,13.34,1,-2.485
113,002642,2017-12-15,2017-12-17,up,13.34,13.58,2,1.799
215,002649,2016-01-04,2017-07-18,down,18.446,9.61,561,-47.902
216,002649,2017-07-18,2017-12-15,up,9.61,12.84,150,33.611
217,002649,2017-12-15,2017-12-17,down,12.84,12.67,2,-1.324
97,002658,2016-01-04,2017-12-06,down,27.256,12.55,702,-53.955
98,002658,2017-12-06,2017-12-11,up,12.55,13.17,5,4.94
99,002658,2017-12-11,2017-12-13,down,13.17,12.68,2,-3.721
100,002658,2017-12-13,2017-12-14,up,12.68,12.98,1,2.366
101,002658,2017-12-14,2017-12-15,down,12.98,12.68,1,-2.311
102,002658,2017-12-15,2017-12-17,up,12.68,12.88,2,1.577
387,002707,2016-03-15,2016-03-17,down,23.611,19.518,2,-17.335
386,002707,2016-03-17,2016-03-24,up,19.518,24.559,7,25.827
385,002707,2016-03-24,2017-11-20,down,24.559,10.47,606,-57.368
388,002707,2017-11-20,2017-11-30,up,10.47,12.0,10,14.613
389,002707,2017-11-30,2017-12-06,down,12.0,10.49,6,-12.583
390,002707,2017-12-06,2017-12-11,up,10.49,11.3,5,7.722
391,002707,2017-12-11,2017-12-15,down,11.3,10.64,4,-5.841
392,002707,2017-12-15,2017-12-17,up,10.64,10.7,2,0.564
149,002777,2016-01-04,2016-07-05,up,8.973,67.524,183,652.524
150,002777,2016-07-05,2017-08-11,down,67.524,31.265,402,-53.698
151,002777,2017-08-11,2017-09-11,up,31.265,43.995,31,40.716
152,002777,2017-09-11,2017-12-05,down,43.995,31.77,85,-27.787
153,002777,2017-12-05,2017-12-11,up,31.77,35.3,6,11.111
154,002777,2017-12-11,2017-12-13,down,35.3,32.67,2,-7.45
155,002777,2017-12-13,2017-12-14,up,32.67,33.88,1,3.704
156,002777,2017-12-14,2017-12-15,down,33.88,32.9,1,-2.893
157,002777,2017-12-15,2017-12-17,up,32.9,33.11,2,0.638
442,002908,2017-10-20,2017-11-14,up,9.92,45.5,25,358.669
443,002908,2017-11-14,2017-12-05,down,45.5,23.56,21,-48.22
444,002908,2017-12-05,2017-12-12,up,23.56,29.98,7,27.25
445,002908,2017-12-12,2017-12-13,down,29.98,26.35,1,-12.108
446,002908,2017-12-13,2017-12-14,up,26.35,28.8,1,9.298
447,002908,2017-12-14,2017-12-15,down,28.8,26.71,1,-7.257
448,002908,2017-12-15,2017-12-17,up,26.71,26.9,2,0.711
458,002912,2017-11-21,2017-12-14,up,36.26,112.86,23,211.252
459,002912,2017-12-14,2017-12-15,down,112.86,101.9,1,-9.711
460,002912,2017-12-15,2017-12-17,up,101.9,101.9,2,0.0
238,600037,2016-01-04,2016-02-29,down,21.101,12.78,56,-39.434
239,600037,2016-02-29,2016-08-22,up,12.78,18.456,175,44.413
240,600037,2016-08-22,2017-12-06,down,18.456,13.2,471,-28.479
241,600037,2017-12-06,2017-12-08,up,13.2,13.79,2,4.47
242,600037,2017-12-08,2017-12-15,down,13.79,13.22,7,-4.133
243,600037,2017-12-15,2017-12-17,up,13.22,13.26,2,0.303
393,600050,2016-01-04,2016-06-24,down,6.104,3.692,172,-39.515
394,600050,2016-06-24,2017-08-23,up,3.692,9.29,425,151.625
395,600050,2017-08-23,2017-12-15,down,9.29,6.81,114,-26.695
