,code,date,p_change
893,601015,2017-07-28,10.06
894,603888,2017-10-13,10.0
895,603888,2017-10-12,10.01
896,600826,2017-07-07,10.01
897,002046,2017-11-06,10.02
898,600207,2017-07-31,10.07
899,603258,2017-09-07,9.99
900,002780,2017-08-17,10.02
901,002780,2017-07-20,10.02
902,002809,2017-11-29,9.99
903,002809,2017-07-18,10.0
904,002809,2017-07-12,10.01
905,000905,2017-10-20,10.03
906,000905,2017-08-29,10.03
907,601666,2017-08-09,10.02
908,601666,2017-07-19,10.0
909,002858,2017-11-08,10.0
910,600641,2017-08-18,10.0
911,600595,2017-08-08,10.04
912,002052,2017-10-27,10.0
913,002052,2017-10-26,10.03
914,603789,2017-07-17,10.01
915,603789,2017-07-14,10.03
916,603630,2017-09-21,9.99
917,600213,2017-09-18,9.97
918,002177,2017-08-15,10.0
919,002177,2017-08-14,10.07
920,601001,2017-08-30,10.0
921,601001,2017-07-24,10.04
922,601001,2017-07-21,10.1
923,600499,2017-10-13,10.03
924,600499,2017-09-13,10.01
925,600499,2017-08-02,9.92
926,000536,2017-08-16,10.0
927,603017,2017-08-29,9.98
928,603803,2017-09-27,10.02
929,603803,2017-09-22,9.99
930,600171,2017-11-28,9.98
931,600171,2017-07-10,10.03
932,002802,2017-07-27,10.01
933,002802,2017-07-18,10.0
934,002802,2017-07-17,9.99
935,002802,2017-07-14,10.0
936,002766,2017-09-07,10.02
937,002847,2017-09-11,9.99
938,002847,2017-08-24,9.99
939,600571,2017-07-07,9.99
940,000023,2017-08-14,10.01
941,000554,2017-08-18,10.04
942,002548,2017-08-08,10.03
943,603616,2017-08-29,10.02
944,002285,2017-11-09,9.99
945,002285,2017-10-17,10.02
946,002285,2017-08-29,10.0
947,002285,2017-07-26,9.96
948,603636,2017-11-28,10.05
949,603636,2017-09-08,9.97
950,000609,2017-09-04,9.98
951,603060,2017-08-15,10.0
952,600720,2017-07-11,9.95
953,601611,2017-08-18,9.97
954,601611,2017-08-17,9.96
955,002392,2017-07-24,10.09
956,002196,2017-09-06,10.02
957,600318,2017-11-27,9.97
958,600318,2017-09-05,10.02
959,600318,2017-08-08,9.97
960,600386,2017-09-11,9.95
961,002709,2017-09-11,10.0
962,002709,2017-07-12,9.99
963,002057,2017-09-06,9.97
964,600773,2017-09-13,9.99
965,600773,2017-07-12,9.96
966,600313,2017-10-16,9.95
967,600836,2017-08-01,9.95
968,000716,2017-10-13,10.0
969,600588,2017-09-04,10.02
970,600588,2017-09-01,10.01
971,600588,2017-08-14,10.02
972,000819,2017-08-15,10.03
973,000819,2017-07-25,10.02
974,002642,2017-07-13,10.01
975,000798,2017-07-20,9.99
976,002084,2017-08-03,10.0
977,600778,2017-09-21,10.03
978,600438,2017-11-10,10.01
979,600438,2017-07-31,10.06
980,002238,2017-10-30,10.04
981,002668,2017-09-14,10.02
982,000600,2017-08-09,10.04
983,000600,2017-08-08,10.02
984,000786,2017-10-23,10.01
985,000786,2017-10-16,10.03
986,600814,2017-11-24,10.04
987,600814,2017-07-18,9.98
988,600814,2017-07-11,9.99
989,002333,2017-11-09,10.03
990,002056,2017-09-08,10.0
991,002056,2017-09-07,10.05
992,600693,2017-08-17,9.97
993,603799,2017-08-22,10.0
994,002829,2017-09-26,10.0
995,002829,2017-09-07,10.0
996,000985,2017-07-19,10.0
997,002156,2017-11-20,9.98
998,002156,2017-11-03,10.01
999,002156,2017-09-21,9.99
1000,002156,2017-09-20,10.04
1001,600096,2017-07-19,10.01
1002,600610,2017-08-03,10.05
1003,002648,2017-11-29,9.99
1004,600477,2017-08-14,10.03
1005,002242,2017-08-21,10.0
1006,601388,2017-08-07,9.96
1007,000055,2017-07-26,10.04
1008,603025,2017-10-26,9.99
1009,600800,2017-08-24,10.0
1010,002757,2017-10-18,10.0
1011,603985,2017-08-22,10.01
1012,600291,2017-07-25,10.0
1013,600291,2017-07-21,10.02
1014,002645,2017-10-13,10.0
1015,002645,2017-08-14,10.0
1016,000670,2017-11-30,10.04
1017,000670,2017-09-12,9.95
1018,000670,2017-09-06,9.98
1019,000670,2017-09-05,9.93
1020,000670,2017-07-31,10.1
1021,603131,2017-11-02,10.01
1022,603131,2017-11-01,10.01
1023,002355,2017-09-15,10.04
1024,000751,2017-08-17,9.93
1025,000751,2017-08-09,10.02
1026,000920,2017-09-20,10.02
1027,600854,2017-07-18,9.95
1028,002885,2017-07-07,10.0
1029,002885,2017-07-06,9.99
1030,002885,2017-07-05,9.99
1031,002885,2017-07-04,10.02
1032,002885,2017-07-03,10.01
1033,002180,2017-09-21,9.99
1034,002180,2017-08-31,10.01
1035,000735,2017-10-20,10.06
1036,603861,2017-10-19,9.99
1037,002558,2017-11-09,10.01
1038,603016,2017-10-26,9.99
1039,603016,2017-09-12,10.01
1040,603016,2017-09-11,10.0
1041,603016,2017-09-08,10.01
1042,603016,2017-09-07,10.0
1043,603688,2017-11-13,9.98
1044,603688,2017-08-03,10.02
1045,600444,2017-09-27,10.01
1046,600444,2017-09-22,10.02
1047,002389,2017-10-13,10.0
1048,000068,2017-09-13,9.98
1049,600088,2017-08-03,10.02
1050,002582,2017-07-12,10.03
1051,002225,2017-09-01,10.0
1052,002225,2017-07-24,10.0
1053,002225,2017-07-21,10.07
1054,002636,2017-07-18,10.0
1055,002805,2017-09-18,10.0
1056,002805,2017-09-04,10.0
1057,002805,2017-08-02,9.99
1058,002805,2017-08-01,10.02
1059,600199,2017-08-10,9.98
1060,002753,2017-11-29,10.01
1061,002753,2017-07-28,10.02
1062,002753,2017-07-26,9.98
1063,002753,2017-07-05,9.99
1064,002861,2017-09-27,10.02
1065,002861,2017-08-25,10.01
1066,002861,2017-08-21,10.0
1067,002861,2017-07-13,10.0
1068,600884,2017-09-11,10.02
1069,600884,2017-07-28,10.02
1070,603113,2017-08-25,9.99
1071,603035,2017-10-11,9.99
1072,600846,2017-08-17,9.99
1073,600846,2017-08-03,9.99
1074,600846,2017-07-20,10.05
1075,600846,2017-07-19,10.0
1076,002618,2017-11-10,10.0
1077,600961,2017-08-09,10.05
1078,600961,2017-07-19,9.98
1079,603609,2017-08-08,10.03
1080,603101,2017-07-27,9.99
1081,002058,2017-11-23,10.0
1082,002058,2017-11-07,10.0
1083,002082,2017-09-13,10.0
1084,603315,2017-09-08,10.02
1085,000795,2017-08-09,9.95
1086,000795,2017-07-26,10.08
1087,603881,2017-10-10,10.0
1088,603881,2017-10-09,10.0
1089,002340,2017-07-25,9.95
1090,000005,2017-09-08,10.0
1091,002208,2017-09-15,10.03
1092,002364,2017-09-11,10.0
1093,002460,2017-09-05,9.99
1094,002460,2017-08-14,10.0
1095,002730,2017-11-23,10.05
1096,600756,2017-10-10,10.02
1097,600517,2017-11-02,10.04
1098,600517,2017-11-01,9.98
1099,600996,2017-08-10,9.98
1100,002703,2017-09-05,9.96
1101,002703,2017-07-31,10.04
1102,000868,2017-10-09,9.98
1103,000868,2017-09-29,10.04
1104,000868,2017-09-28,10.01
1105,000868,2017-09-22,9.96
1106,000868,2017-09-15,10.04
1107,000868,2017-09-14,10.03
1108,000868,2017-09-13,10.08
1109,000868,2017-09-12,10.04
1110,000868,2017-09-11,10.08
1111,000697,2017-09-04,9.99
1112,600191,2017-10-09,10.0
1113,600191,2017-07-21,10.03
1114,600191,2017-07-17,10.01
1115,002438,2017-11-24,9.99
1116,002095,2017-09-08,10.01
1117,603355,2017-09-21,10.0
1118,603316,2017-08-25,10.0
1119,603800,2017-09-05,10.02
1120,002590,2017-10-11,9.98
1121,002590,2017-07-05,10.0
1122,603330,2017-11-14,10.0
1123,603330,2017-07-20,10.01
1124,002869,2017-09-27,10.01
1125,600971,2017-08-09,9.98
1126,600971,2017-07-19,10.01
1127,002819,2017-08-21,10.0
1128,600727,2017-08-18,10.01
1129,603778,2017-08-03,10.05
1130,603178,2017-07-25,9.99
1131,603366,2017-10-09,10.0
1132,603366,2017-07-13,10.04
1133,002017,2017-10-12,10.0
1134,000628,2017-07-19,10.05
1135,000628,2017-07-18,10.03
1136,603767,2017-09-11,10.01
1137,002261,2017-11-22,9.97
1138,000927,2017-11-29,10.09
1139,000927,2017-08-18,9.98
1140,000927,2017-08-01,9.96
1141,002079,2017-11-28,9.96
1142,002079,2017-11-06,10.0
1143,601168,2017-09-20,9.96
1144,600580,2017-10-30,9.95
1145,600141,2017-07-31,10.01
1146,000737,2017-09-13,9.95
1147,000737,2017-08-24,9.93
1148,603298,2017-08-22,10.01
1149,000702,2017-07-28,9.97
1150,600819,2017-07-19,9.94
1151,603496,2017-09-22,10.0
1152,600095,2017-07-10,9.97
1153,002782,2017-09-11,10.02
1154,002183,2017-09-05,10.05
1155,603926,2017-10-25,10.01
1156,603007,2017-08-08,10.03
1157,603031,2017-07-18,10.02
1158,000020,2017-11-29,9.98
1159,000012,2017-11-13,9.95
1160,002405,2017-08-21,10.02
1161,002405,2017-08-17,10.01
1162,002405,2017-08-14,10.01
1163,600740,2017-08-28,10.0
1164,600740,2017-08-25,9.98
1165,600740,2017-07-28,10.04
1166,601212,2017-07-07,10.0
1167,002386,2017-09-04,9.97
1168,002386,2017-08-17,10.02
1169,002386,2017-08-08,10.04
1170,002386,2017-07-28,10.02
1171,601101,2017-07-31,10.04
1172,601101,2017-07-18,10.05
1173,601011,2017-09-26,10.02
1174,601011,2017-09-06,9.95
1175,601011,2017-09-04,10.0
1176,601011,2017-07-31,10.05
1177,601011,2017-07-28,10.01
1178,601011,2017-07-20,9.96
1179,601011,2017-07-05,10.05
1180,603920,2017-11-10,10.02
1181,600581,2017-11-06,10.03
1182,600581,2017-10-09,9.97
1183,600581,2017-07-03,10.03
1184,002457,2017-08-29,9.99
1185,002457,2017-08-03,9.98
1186,002457,2017-08-02,9.97
1187,002457,2017-08-01,10.03
1188,002102,2017-11-21,10.0
1189,002329,2017-09-06,10.04
1190,603993,2017-09-11,9.91
1191,603993,2017-07-06,10.02
1192,603033,2017-07-27,10.01
1193,002371,2017-11-13,10.01
1194,002428,2017-07-19,9.99
1195,601020,2017-07-07,9.99
1196,002846,2017-11-02,10.0
1197,002846,2017-10-26,10.01
1198,002846,2017-10-25,10.01
1199,002846,2017-10-13,10.01
1200,002846,2017-08-31,10.01
1201,002846,2017-08-18,9.99
1202,603823,2017-07-24,9.99
1203,603727,2017-11-07,10.0
1204,002273,2017-08-30,10.0
1205,600490,2017-11-24,9.98
1206,600490,2017-09-27,9.96
1207,600490,2017-08-31,10.06
1208,600490,2017-08-28,9.99
1209,600251,2017-09-18,10.05
1210,600251,2017-09-15,10.01
1211,000951,2017-07-19,10.03
1212,002878,2017-11-13,9.99
1213,002878,2017-09-11,10.0
1214,002878,2017-08-28,10.0
1215,002878,2017-08-25,9.99
1216,002878,2017-08-24,10.0
1217,002878,2017-08-23,10.0
1218,002800,2017-10-17,9.99
1219,002877,2017-10-23,10.01
1220,002877,2017-08-31,10.01
1221,002877,2017-07-05,10.01
1222,002378,2017-09-18,10.02
1223,002378,2017-09-08,9.98
1224,603690,2017-11-10,9.98
1225,603690,2017-11-09,9.98
1226,603690,2017-09-20,10.02
1227,603690,2017-09-01,9.98
1228,603690,2017-08-31,9.99
1229,603577,2017-10-23,9.98
1230,603577,2017-09-07,10.02
1231,600714,2017-07-19,9.97
1232,603058,2017-10-13,10.02
1233,603505,2017-09-26,9.99
1234,603505,2017-08-31,10.02
1235,603505,2017-08-29,10.01
1236,603505,2017-08-01,9.99
1237,600111,2017-08-07,9.99
1238,600111,2017-07-31,9.99
1239,600111,2017-07-07,9.97
1240,000720,2017-11-28,10.07
1241,002824,2017-08-22,10.02
1242,600133,2017-07-18,9.99
1243,600507,2017-11-13,10.01
1244,600507,2017-08-21,10.01
1245,600507,2017-08-07,9.99
1246,600507,2017-07-31,10.04
1247,600507,2017-07-19,9.98
1248,600507,2017-07-18,9.99
1249,000616,2017-08-04,9.93
1250,002778,2017-08-21,10.0
1251,000635,2017-08-29,10.0
1252,000635,2017-08-02,10.01
1253,000635,2017-07-13,10.01
1254,600117,2017-07-31,9.97
1255,600117,2017-07-28,9.99
1256,600117,2017-07-27,10.06
1257,600117,2017-07-25,10.02
1258,002850,2017-09-11,10.0
1259,603086,2017-11-20,10.01
1260,000655,2017-07-31,10.06
1261,000655,2017-07-19,10.0
1262,002222,2017-11-13,9.99
1263,000977,2017-07-27,10.03
1264,600630,2017-10-31,9.99
1265,600630,2017-10-20,9.97
1266,000913,2017-08-24,10.01
1267,603421,2017-07-07,10.01
1268,002240,2017-08-14,10.02
1269,002059,2017-09-04,9.99
1270,600125,2017-08-18,10.04
1271,603528,2017-08-16,10.02
1272,002281,2017-11-20,10.01
1273,600311,2017-12-04,9.95
1274,600311,2017-12-01,9.96
1275,002860,2017-11-13,10.0
1276,000831,2017-07-07,10.03
1277,600711,2017-09-01,9.97
1278,002783,2017-07-25,10.02
1279,002783,2017-07-24,9.98
1280,603988,2017-11-09,10.0
1281,002467,2017-10-09,9.98
1282,002467,2017-09-29,9.97
1283,002467,2017-09-28,9.97
1284,002837,2017-11-21,10.01
1285,002837,2017-11-15,10.01
1286,002837,2017-11-08,10.0
1287,000822,2017-08-30,10.04
1288,000822,2017-07-26,10.0
1289,002161,2017-07-31,9.91
1290,002161,2017-07-17,10.05
1291,002161,2017-07-06,10.02
1292,002161,2017-07-05,10.02
1293,002161,2017-07-04,10.05
1294,600315,2017-10-13,10.01
1295,600516,2017-08-02,10.0
1296,600516,2017-07-28,10.01
1297,600516,2017-07-24,10.01
1298,600516,2017-07-18,9.94
1299,600516,2017-07-07,9.99
1300,601100,2017-10-31,9.99
1301,600259,2017-07-07,9.99
1302,600259,2017-07-06,9.99
1303,603878,2017-09-01,10.01
1304,600876,2017-08-24,10.0
1305,600876,2017-08-21,9.99
1306,600876,2017-08-18,9.99
1307,600876,2017-08-17,10.0
1308,600876,2017-07-06,10.02
1309,000815,2017-10-19,10.01
1310,000815,2017-10-12,10.0
1311,000815,2017-09-08,10.04
1312,603806,2017-07-31,10.0
1313,000582,2017-10-24,10.03
1314,002654,2017-09-18,10.02
1315,002432,2017-10-12,9.98
1316,002432,2017-10-11,9.97
1317,002432,2017-10-10,10.05
1318,002842,2017-09-20,10.0
1319,002842,2017-08-31,10.0
1320,002842,2017-07-07,10.0
1321,603019,2017-11-07,10.01
1322,603019,2017-09-28,9.99
1323,603019,2017-08-21,10.01
1324,002743,2017-08-14,9.98
1325,002743,2017-08-11,10.01
1326,002743,2017-08-10,10.04
1327,002474,2017-08-14,10.01
1328,002510,2017-09-21,9.99
1329,002825,2017-09-06,10.01
1330,600603,2017-10-11,10.0
1331,600797,2017-08-16,10.0
1332,002795,2017-09-07,10.01
1333,002795,2017-08-04,9.99
1334,002455,2017-09-11,10.04
1335,002455,2017-07-05,10.0
1336,603138,2017-08-28,10.02
1337,600604,2017-10-17,9.96
1338,600604,2017-08-16,9.98
1339,600604,2017-08-10,10.02
1340,600604,2017-07-31,9.97
1341,600604,2017-07-28,9.96
1342,600604,2017-07-27,10.0
1343,002755,2017-09-18,10.01
1344,002148,2017-10-09,10.0
1345,002148,2017-07-27,9.99
1346,603300,2017-08-02,10.05
1347,600689,2017-10-31,10.0
1348,600689,2017-10-20,10.0
1349,600689,2017-08-30,10.02
1350,002350,2017-07-12,10.03
1351,603966,2017-10-17,9.99
1352,600558,2017-11-28,10.08
1353,600558,2017-09-11,10.02
1354,002859,2017-09-21,10.0
1355,002859,2017-09-05,10.0
1356,002859,2017-08-28,10.0
1357,603089,2017-07-06,9.93
1358,600701,2017-09-28,9.98
1359,603128,2017-10-23,10.04
1360,603128,2017-10-20,10.03
1361,600549,2017-07-31,9.99
1362,600549,2017-07-07,9.98
1363,603006,2017-08-14,10.02
1364,002816,2017-11-09,10.0
1365,000881,2017-10-17,10.01
1366,000762,2017-11-24,9.99
1367,000762,2017-09-11,10.0
1368,000762,2017-09-08,10.0
1369,000762,2017-08-02,9.99
1370,002687,2017-11-08,10.04
1371,002687,2017-11-07,10.07
1372,000933,2017-08-07,9.96
1373,000933,2017-07-31,10.03
1374,000933,2017-07-19,10.05
1375,002176,2017-09-13,10.03
1376,600278,2017-10-31,10.04
1377,600278,2017-10-25,9.97
1378,600278,2017-10-20,10.02
1379,603165,2017-09-11,10.0
1380,603029,2017-07-17,9.99
1381,002848,2017-11-03,10.0
1382,603826,2017-08-25,10.02
1383,603826,2017-07-06,9.98
1384,603717,2017-11-06,10.0
1385,603717,2017-10-13,10.02
1386,002182,2017-07-27,9.97
1387,002182,2017-07-25,10.01
1388,002660,2017-10-26,10.02
1389,002660,2017-09-29,9.96
1390,002660,2017-09-06,10.0
1391,002845,2017-10-17,9.99
1392,002845,2017-09-11,10.01
1393,002845,2017-09-01,10.0
1394,002845,2017-08-31,10.0
1395,600231,2017-10-12,10.0
1396,600231,2017-09-27,10.0
1397,600231,2017-09-01,10.05
1398,600231,2017-08-31,10.1
1399,600231,2017-08-09,9.98
1400,600231,2017-08-03,10.1
1401,600626,2017-10-31,10.0
1402,600626,2017-10-20,10.02
1403,600626,2017-08-18,10.01
1404,002827,2017-07-13,10.01
1405,002827,2017-07-12,10.0
1406,603335,2017-11-02,9.97
1407,603335,2017-10-25,10.04
1408,603335,2017-08-25,9.97
1409,603335,2017-07-07,9.98
1410,603335,2017-07-06,10.03
1411,603335,2017-07-05,10.0
1412,603335,2017-07-04,10.02
1413,603335,2017-07-03,10.04
1414,002836,2017-07-27,9.99
1415,002836,2017-07-25,10.0
1416,601233,2017-11-28,10.02
1417,002211,2017-10-30,10.04
1418,002211,2017-10-25,10.03
1419,002211,2017-07-04,10.02
1420,002407,2017-11-08,10.01
1421,002407,2017-09-11,10.02
1422,002407,2017-07-12,9.99
1423,000906,2017-11-14,10.02
1424,000906,2017-08-11,9.99
1425,002049,2017-11-28,10.0
1426,002049,2017-11-20,10.0
1427,002049,2017-09-20,10.01
1428,603628,2017-11-13,10.01
1429,000852,2017-08-24,9.98
1430,002038,2017-11-09,10.0
1431,002230,2017-11-13,10.0
1432,002230,2017-08-14,10.01
1433,002230,2017-07-27,9.93
1434,002806,2017-11-14,10.02
1435,002806,2017-11-02,10.0
1436,002373,2017-11-28,9.99
1437,002373,2017-08-15,10.02
1438,600198,2017-11-24,9.98
1439,600206,2017-11-24,10.0
1440,600206,2017-11-06,10.01
1441,600206,2017-09-22,10.0
1442,600206,2017-08-09,10.0
1443,600345,2017-11-24,9.99
1444,600345,2017-11-10,10.01
1445,600345,2017-09-29,9.94
1446,600345,2017-09-28,10.01
1447,600345,2017-09-27,10.0
1448,002401,2017-10-24,10.03
1449,002401,2017-10-23,10.04
1450,002401,2017-10-20,10.02
1451,002826,2017-09-14,10.01
1452,603189,2017-10-20,10.0
1453,603223,2017-07-18,10.0
1454,600744,2017-07-20,10.09
1455,002493,2017-11-28,9.99
1456,002493,2017-11-16,10.01
1457,002777,2017-08-28,10.0
1458,002777,2017-08-17,10.0
1459,603133,2017-09-07,9.9
1460,603133,2017-09-06,10.01
1461,603133,2017-08-31,10.0
1462,603133,2017-07-18,9.99
1463,603133,2017-07-05,10.0
1464,002801,2017-09-28,10.01
1465,002843,2017-11-01,10.01
1466,002843,2017-10-25,10.01
1467,002843,2017-10-13,10.01
1468,002843,2017-10-12,9.99
1469,600822,2017-11-14,9.99
1470,600822,2017-10-31,10.0
1471,600822,2017-10-26,10.02
1472,600822,2017-10-23,10.01
1473,600822,2017-10-20,9.96
1474,603238,2017-10-31,10.02
1475,603238,2017-10-24,10.01
1476,603238,2017-08-23,10.01
1477,002830,2017-11-16,10.01
1478,002830,2017-11-01,9.99
1479,002830,2017-09-06,10.02
1480,002830,2017-08-28,9.98
1481,002830,2017-08-25,9.99
1482,600419,2017-09-18,10.01
1483,000792,2017-11-24,10.01
1484,000792,2017-09-26,10.0
1485,000792,2017-09-20,10.0
1486,000792,2017-09-11,10.0
1487,600619,2017-09-25,10.01
1488,600619,2017-08-30,10.02
1489,600619,2017-08-15,9.97
1490,600619,2017-08-14,9.96
1491,002813,2017-10-11,10.0
1492,002813,2017-08-31,10.01
1493,002813,2017-07-06,10.0
1494,002813,2017-07-05,10.01
1495,600330,2017-11-10,9.96
1496,600392,2017-08-07,10.0
1497,600392,2017-07-31,10.01
1498,600392,2017-07-07,10.0
1499,002021,2017-09-07,10.02
1500,000636,2017-11-20,10.04
1501,000813,2017-11-21,10.02
1502,000813,2017-11-08,10.06
1503,000004,2017-11-21,10.01
1504,000004,2017-11-15,10.0
1505,000004,2017-11-10,10.01
1506,000996,2017-08-16,10.04
1507,002497,2017-09-13,10.0
1508,002497,2017-09-11,10.03
1509,002497,2017-09-08,10.03
1510,002497,2017-08-14,10.02
1511,002497,2017-08-02,9.98
1512,002497,2017-07-07,10.04
1513,002497,2017-07-05,10.03
1514,603955,2017-10-16,10.0
1515,603955,2017-10-13,10.01
1516,603955,2017-08-28,10.01
1517,002362,2017-09-04,9.99
1518,002362,2017-09-01,10.02
1519,002362,2017-08-30,10.02
1520,601969,2017-07-31,9.91
1521,002296,2017-09-19,9.97
1522,600358,2017-10-31,9.95
1523,600358,2017-10-20,10.03
1524,600358,2017-10-16,10.0
1525,603703,2017-11-22,10.0
1526,600055,2017-10-10,10.03
1527,600055,2017-09-07,10.04
1528,002828,2017-11-07,10.0
1529,600476,2017-07-14,10.0
1530,000830,2017-09-26,9.97
1531,603896,2017-10-25,10.0
1532,603896,2017-10-24,10.0
1533,603896,2017-10-18,9.99
1534,603896,2017-10-12,10.0
1535,002812,2017-09-07,10.0
1536,002812,2017-07-03,10.0
1537,002622,2017-09-26,10.0
1538,603559,2017-11-20,10.0
1539,603559,2017-11-15,10.0
1540,603559,2017-11-10,9.99
1541,603559,2017-11-06,10.0
1542,603559,2017-11-03,10.01
1543,603559,2017-10-09,10.01
1544,603559,2017-09-29,9.99
1545,603559,2017-09-25,10.02
1546,603559,2017-09-22,10.01
1547,603559,2017-09-21,9.98
1548,603559,2017-09-20,10.02
1549,603559,2017-09-19,10.01
1550,603078,2017-09-20,10.01
1551,600209,2017-11-30,10.02
